t_s,vram_alloc_mb,vram_reserved_mb,smi_used_mb,gpu_util_pct,gpu_temp_c,cpu_ram_mb
0.002,20.9,46.0,409,0,75,3021.7
0.179,44.7,66.0,429,3,75,3042.6
0.301,205.7,226.0,589,3,75,3065.2
0.422,205.7,226.0,589,4,75,3085.4
0.543,205.7,226.0,589,2,75,3093.1
0.665,205.7,226.0,589,2,75,3116.0
0.787,205.7,226.0,589,3,75,3137.6
0.908,335.2,346.0,709,4,75,3148.7
1.029,335.2,346.0,709,2,75,3173.7
1.15,335.2,346.0,709,2,75,3193.7
1.272,335.2,346.0,709,4,75,3199.1
1.394,335.2,346.0,709,2,75,3209.8
1.515,464.7,486.0,849,3,75,3235.8
1.636,464.7,486.0,849,3,75,3253.0
1.757,464.7,486.0,849,4,75,3270.4
1.878,464.7,486.0,873,3,75,3292.0
1.998,45.5,632.0,995,3,76,3302.2
2.12,77.0,632.0,995,57,75,3325.1
2.241,206.5,632.0,995,4,75,3357.6
2.362,206.5,632.0,995,5,75,3402.1
2.483,206.5,632.0,995,5,75,3440.1
2.604,336.0,632.0,995,4,75,3479.8
2.727,336.0,632.0,995,5,75,3521.8
2.848,465.5,632.0,995,5,75,3567.1
2.97,465.5,632.0,995,5,75,3610.4
3.093,465.5,632.0,995,4,75,3650.0
3.214,45.5,632.0,995,52,76,3688.6
3.337,336.0,632.0,995,52,75,3928.8
3.462,465.5,632.0,995,21,75,4052.0
3.606,45.6,632.0,995,8,79,4088.0
3.725,206.6,632.0,995,53,76,4212.3
3.844,336.1,632.0,995,53,76,4345.6
3.963,465.6,632.0,995,13,76,4422.4
4.081,45.7,632.0,995,9,78,4529.0
4.2,206.7,632.0,995,52,76,4603.6
4.318,206.7,632.0,995,52,76,4669.3
4.436,336.2,632.0,995,13,76,4781.5
4.554,465.7,632.0,995,9,76,4873.8
4.672,45.7,632.0,995,9,78,4916.3
4.791,206.7,632.0,995,52,76,5020.2
4.91,206.7,632.0,995,10,76,5088.7
5.028,336.2,632.0,995,6,76,5155.7
5.145,336.2,632.0,995,6,76,5229.9
5.264,465.7,632.0,995,8,76,5314.3
5.381,45.8,632.0,995,26,78,5355.4
5.499,77.3,632.0,995,26,76,5399.5
5.617,206.8,632.0,995,30,76,5449.8
5.735,206.8,632.0,995,5,76,5511.3
5.852,336.3,632.0,995,5,76,5605.8
5.97,336.3,632.0,995,9,76,5670.0
6.088,465.8,632.0,995,6,75,5732.4
6.205,465.8,632.0,995,5,75,5785.0
6.324,45.8,632.0,995,5,79,5808.1
6.442,206.8,632.0,995,50,76,5867.8
6.561,206.8,632.0,995,6,76,5931.5
6.679,206.8,632.0,995,6,76,5989.6
6.796,336.3,632.0,995,6,75,6060.3
6.914,465.8,632.0,995,8,75,6131.8
7.032,465.8,632.0,995,6,75,6190.3
7.15,45.9,632.0,995,6,76,6244.6
7.267,77.4,632.0,995,47,77,6312.3
7.386,206.9,632.0,995,12,76,6400.8
7.504,336.4,632.0,995,12,75,6480.7
7.623,336.4,632.0,995,8,75,6551.4
7.742,465.9,632.0,995,6,75,6611.7
7.86,465.9,632.0,995,6,75,6676.1
7.979,45.9,632.0,995,7,78,6696.8
8.097,206.9,632.0,995,49,76,6772.7
8.215,206.9,632.0,995,8,75,6855.9
8.333,336.4,632.0,995,8,75,6928.6
8.452,336.4,632.0,995,7,75,6992.8
8.57,465.9,632.0,995,7,75,7071.5
8.688,46.0,632.0,995,7,76,7133.8
8.806,77.5,632.0,995,34,77,7189.7
8.924,207.0,632.0,995,24,75,7266.0
9.043,336.5,632.0,995,8,75,7348.0
9.161,336.5,632.0,995,8,75,7437.3
9.278,466.0,632.0,995,7,75,7524.7
9.396,46.0,632.0,995,17,76,7578.3
9.514,77.6,632.0,995,17,76,7632.5
9.632,207.1,632.0,995,43,75,7712.3
9.75,336.6,632.0,995,7,75,7804.4
9.868,336.6,632.0,995,7,75,7886.6
9.986,466.1,632.0,995,9,75,7961.9
10.104,46.1,632.0,995,7,76,8022.8
10.222,77.6,632.0,995,50,76,8066.8
10.34,207.1,632.0,995,50,75,8155.4
10.458,336.6,632.0,995,9,75,8239.2
10.576,336.6,632.0,995,9,75,8346.4
10.695,466.1,632.0,995,9,75,8417.4
10.813,46.2,632.0,995,8,76,8467.4
10.931,77.7,632.0,995,50,76,8521.6
11.049,207.2,632.0,995,8,75,8603.4
11.167,336.7,632.0,995,8,75,8686.8
11.285,336.7,632.0,995,7,75,8768.0
11.403,466.2,632.0,995,8,75,8846.2
11.522,466.2,632.0,995,8,75,8909.9
11.64,46.2,632.0,995,21,77,8931.1
11.758,207.2,632.0,995,34,75,8979.9
11.875,207.2,632.0,995,34,75,9055.0
11.993,336.7,632.0,995,7,75,9118.8
12.118,336.7,632.0,995,6,75,9160.8
12.236,336.7,632.0,995,3,75,9205.9
12.354,466.2,632.0,995,3,75,9262.0
12.472,466.2,632.0,995,6,75,9322.1
12.59,46.3,632.0,995,10,78,9356.6
12.708,77.8,632.0,995,10,76,9404.3
12.827,207.3,632.0,995,44,75,9461.6
12.945,207.3,632.0,995,6,75,9520.1
13.064,336.8,632.0,995,6,75,9581.8
13.182,336.8,632.0,995,6,75,9649.0
13.3,466.3,632.0,995,6,75,9712.6
13.419,466.3,632.0,995,7,75,9781.5
13.537,46.3,632.0,995,7,78,9808.5
13.656,207.3,632.0,995,51,75,9872.0
13.774,207.3,632.0,995,6,75,9954.0
13.892,336.8,632.0,995,8,75,10034.7
14.01,336.8,632.0,995,8,75,10102.9
14.128,466.3,632.0,995,7,75,10172.6
14.246,466.3,632.0,995,6,75,10245.4
14.364,46.4,632.0,995,6,77,10269.9
14.482,207.4,632.0,995,50,75,10344.1
14.6,207.4,632.0,995,7,75,10405.8
14.718,336.9,632.0,995,7,75,10469.8
14.836,336.9,632.0,995,5,75,10541.6
14.954,466.4,632.0,995,8,75,10620.0
15.072,466.4,632.0,995,7,75,10689.2
15.202,46.4,632.0,995,7,76,10717.1
15.323,207.4,632.0,995,49,75,10822.8
15.441,207.4,632.0,995,9,75,10878.0
15.559,336.9,632.0,995,9,75,10928.2
15.677,336.9,632.0,995,6,75,10975.8
15.795,466.4,632.0,995,4,75,11023.1
15.913,466.4,632.0,995,5,75,11074.2
16.031,466.4,632.0,995,5,75,11128.8
16.15,46.5,632.0,995,19,76,11153.3
16.268,207.5,632.0,995,35,75,11200.3
16.386,207.5,632.0,995,35,75,11245.8
16.503,207.5,632.0,995,5,75,11277.6
16.633,337.0,632.0,995,5,75,11320.1
16.751,337.0,632.0,995,3,75,11361.3
16.869,337.0,632.0,995,3,75,11401.8
16.987,466.5,632.0,995,5,75,11448.7
17.105,466.5,632.0,995,5,75,11493.2
17.223,466.5,632.0,995,5,75,11537.0
17.341,46.5,632.0,995,4,76,11563.1
17.459,50.0,632.0,995,49,76,11594.9
17.577,207.6,632.0,995,5,75,11639.0
17.694,207.6,632.0,995,5,75,11687.3
17.812,207.6,632.0,995,4,75,11735.3
17.931,337.1,632.0,995,5,75,11784.1
18.05,337.1,632.0,995,5,74,11827.4
18.171,466.6,632.0,995,5,75,11869.0
18.292,466.6,632.0,995,4,74,11910.8
18.412,466.6,632.0,995,5,75,11955.1
18.533,46.6,632.0,995,5,78,11966.6
18.655,78.1,632.0,995,49,75,12005.0
18.777,207.6,632.0,995,4,75,12051.6
18.898,207.6,632.0,995,4,75,12091.0
19.019,337.1,632.0,995,5,75,12132.0
19.141,337.1,632.0,995,5,75,12172.6
19.262,337.1,632.0,995,4,75,12214.5
19.383,466.6,632.0,995,4,75,12257.9
19.504,466.6,632.0,995,5,75,12300.9
19.629,46.7,632.0,995,5,77,12321.1
19.762,53.7,632.0,995,2,75,12326.8
20.068,207.7,632.0,995,1,75,12321.3
20.415,207.7,632.0,995,2,75,12306.5
20.804,207.7,632.0,995,2,75,12286.0
21.169,337.2,632.0,995,2,75,12266.8
21.554,337.2,632.0,995,0,75,12248.7
21.96,466.7,632.0,995,0,75,12226.3
