wall_s,epoch,opt_step,batch_idx,seq_len,tokens_cum,loss,perplexity,lr,grad_total,grad_svmo,grad_nmf,grad_stb,grad_lora,scaler_scale,skipped,fwd_ms,bwd_ms,step_ms,vram_alloc_mb,vram_peak_mb,cpu_ram_mb,disk_read_mb
35.97,0,0,0,19,76,3.15737,23.5088,0.001,,,,,,4096.0,,18232.9,17713.3,35955.4,22.4,964.6,12487.8,24893.3
68.84,0,1,1,20,156,3.36557,28.95,0.0,2.85576,0.0,2.85576,0.0,0.0,4096.0,False,7289.6,25487.8,32862.8,25.5,970.7,12605.6,24893.3
95.56,0,1,2,21,240,3.45189,31.56,0.0,,,,,,4096.0,,5912.2,20783.2,26716.9,28.6,977.0,12590.2,24893.3
119.33,0,2,3,22,328,2.67844,14.5624,0.001,2.19154,0.0,2.19154,0.0,0.0,4096.0,False,5230.5,18433.3,23763.0,25.5,983.1,12740.1,24893.3
143.27,0,2,4,23,420,1.82992,6.2334,0.001,,,,,,4096.0,,6435.6,17472.9,23934.9,28.6,983.3,13065.3,24893.3
168.18,0,3,5,24,516,3.36835,29.0307,0.000992403876506104,1.72144,0.0,1.72144,0.0,0.0,4096.0,False,3721.9,21084.8,24909.7,25.5,989.4,10906.7,24893.3
199.08,0,3,6,25,616,2.08215,8.0217,0.000992403876506104,,,,,,4096.0,,14330.6,16535.4,30890.1,28.6,989.5,12865.2,24893.3
223.32,0,4,7,25,716,1.81136,6.1187,0.0009698463103929542,0.95132,0.0,0.95132,0.0,0.0,4096.0,False,6427.2,17709.2,24231.2,25.5,992.5,12726.8,24893.3
250.9,0,4,8,25,816,2.05008,7.7686,0.0009698463103929542,,,,,,4096.0,,7587.5,19971.2,27579.3,28.6,989.5,12852.4,24893.3
278.94,0,5,9,26,920,1.80387,6.0731,0.0009330127018922195,0.84803,0.0,0.84803,0.0,0.0,4096.0,False,5868.4,22083.3,28038.3,25.5,995.6,12741.2,24893.3
304.65,0,5,10,27,1028,2.13274,8.4379,0.0009330127018922195,,,,,,4096.0,,5226.3,20463.6,25702.5,28.6,995.7,13005.8,24893.3
340.21,0,6,11,27,1136,2.05708,7.8231,0.000883022221559489,0.62443,0.0,0.62443,0.0,0.0,4096.0,False,7361.8,28090.2,35556.6,25.5,998.7,12167.4,24893.3
364.43,0,6,12,28,1248,1.90233,6.7015,0.000883022221559489,,,,,,4096.0,,6231.9,17953.2,24213.8,28.6,998.8,12941.5,24893.3
391.46,0,7,13,30,1368,1.92046,6.8241,0.0008213938048432696,0.52712,0.0,0.52712,0.0,0.0,4096.0,False,3680.7,23258.1,27023.7,25.5,1008.0,13070.9,24893.3
418.17,0,7,14,31,1492,1.8664,6.465,0.0008213938048432696,,,,,,4096.0,,4257.6,22443.7,26714.3,28.6,1008.2,12857.4,24893.3
441.48,0,8,15,33,1624,1.62731,5.0902,0.00075,0.48496,0.0,0.48496,0.0,0.0,4096.0,False,3604.1,19619.7,23301.8,25.5,1017.4,13022.5,24893.3
476.42,0,8,16,35,1764,1.32621,3.7668,0.00075,,,,,,4096.0,,9385.5,25526.8,34935.8,28.6,1020.7,12907.9,24893.3
502.84,0,9,17,37,1912,1.55086,4.7155,0.0006710100716628344,0.53863,0.0,0.53863,0.0,0.0,4096.0,False,5267.0,21054.6,26419.2,25.5,1029.9,12912.9,24893.3
532.83,0,9,18,38,2064,2.14956,8.5811,0.0006710100716628344,,,,,,4096.0,,6748.5,23213.7,29985.1,28.6,1030.0,13128.9,24893.3
565.34,0,10,19,42,2232,1.44704,4.2505,0.0005868240888334653,0.43562,0.0,0.43562,0.0,0.0,4096.0,False,6717.4,25677.7,32499.4,25.5,1045.4,12617.9,24893.3
609.26,0,10,20,45,2412,1.42776,4.1694,0.0005868240888334653,,,,,,4096.0,,11612.0,32280.7,43918.8,28.6,1051.8,11782.2,24893.3
645.97,0,11,21,51,2616,1.78852,5.9806,0.0005,0.33791,0.0,0.33791,0.0,0.0,4096.0,False,10298.4,26288.7,36702.4,25.5,1073.5,11930.3,24893.3
675.89,0,11,22,56,2840,1.75449,5.7805,0.0005,,,,,,4096.0,,9719.5,20167.4,29915.4,28.6,1086.1,12543.8,24893.3
715.07,0,12,23,66,3104,2.03849,7.679,0.00041317591116653486,0.33899,0.0,0.33899,0.0,0.0,4096.0,False,11187.4,27874.7,39176.6,25.5,1120.2,12107.6,24893.3
756.63,0,12,24,70,3384,1.57222,4.8173,0.00041317591116653486,,,,,,4096.0,,13100.5,28419.7,41560.6,28.6,1129.7,12293.0,24893.3
797.03,0,13,25,72,3672,1.70918,5.5244,0.0003289899283371657,0.3056,0.0,0.3056,0.0,0.0,4096.0,False,11337.1,28938.3,40388.2,25.5,1138.9,12812.9,24893.3
846.44,0,13,26,82,4000,1.04296,2.8376,0.0003289899283371657,,,,,,4096.0,,10584.9,38786.9,49408.7,28.6,1167.1,12064.1,24893.3
887.6,0,14,27,86,4344,1.42778,4.1694,0.0002500000000000001,0.25819,0.0,0.25819,0.0,0.0,4096.0,False,9975.9,31061.5,41154.6,25.5,1182.6,12781.0,24893.3
941.46,0,14,28,95,4724,1.15816,3.1841,0.0002500000000000001,,,,,,4096.0,,19134.1,34682.4,53862.0,28.6,1207.6,12728.2,24893.3
998.88,0,15,29,103,5136,1.59914,4.9488,0.0001786061951567303,0.25225,0.0,0.25225,0.0,0.0,4096.0,False,11226.3,46041.0,57406.2,25.5,1235.6,11488.4,24893.3
1063.07,0,15,30,108,5568,1.51236,4.5374,0.0001786061951567303,,,,,,4096.0,,14920.4,49208.3,64192.6,28.6,1248.2,12297.5,24893.3
1128.78,0,16,31,113,6020,1.46002,4.3061,0.00011697777844051105,0.21912,0.0,0.21912,0.0,0.0,4096.0,False,12102.9,53470.5,65706.1,25.5,1266.7,11670.1,24893.3
1191.86,0,16,32,126,6524,1.39407,4.0312,0.00011697777844051105,,,,,,4096.0,,12926.9,50098.9,63074.4,28.6,1304.3,11924.1,24893.3
1250.2,0,17,33,148,7116,1.64867,5.2001,6.698729810778065e-05,0.22852,0.0,0.22852,0.0,0.0,4096.0,False,14623.0,43560.3,58336.1,25.5,1375.9,11978.8,24893.3
1328.52,0,17,34,165,7776,1.66854,5.3044,6.698729810778065e-05,,,,,,4096.0,,16738.3,61497.4,78313.7,28.6,1426.0,12188.7,24893.3
