wall_s,epoch,opt_step,batch_idx,seq_len,tokens_cum,loss,perplexity,lr,grad_total,grad_svmo,grad_nmf,grad_stb,grad_lora,scaler_scale,skipped,fwd_ms,bwd_ms,step_ms,vram_alloc_mb,vram_peak_mb,cpu_ram_mb,disk_read_mb
39.05,0,0,0,19,76,3.15719,23.5044,0.001,,,,,,4096.0,,22079.4,16925.3,39017.1,687.5,1636.6,12930.4,24893.3
78.99,0,1,1,20,156,3.3667,28.9828,0.0,5.93453,0.72416,5.87335,0.44492,0.0,4096.0,False,12428.6,26013.6,39926.4,702.8,1654.5,13123.1,24893.3
108.38,0,1,2,21,240,2.65368,14.2063,0.0,,,,,,4096.0,,8704.1,20670.3,29385.1,718.0,1673.5,13144.0,24893.3
140.33,0,2,3,22,328,2.32955,10.2733,0.001,1.9278,0.15829,1.83014,0.58476,0.0,4096.0,False,8075.5,23627.7,31922.4,702.8,1691.5,13101.7,24893.3
167.47,0,2,4,23,420,1.55834,4.7509,0.001,,,,,,4096.0,,6279.6,20835.9,27133.7,718.0,1680.0,13064.3,24893.3
192.79,0,3,5,24,516,2.92167,18.5723,0.000992403876506104,1.7191,0.20777,1.62422,0.5235,0.0,4096.0,False,3706.4,21418.0,25318.2,702.8,1697.9,12641.0,24893.3
225.82,0,3,6,25,616,1.68286,5.3809,0.000992403876506104,,,,,,4096.0,,11211.9,21796.4,33027.9,718.0,1686.4,13128.8,24893.3
258.89,0,4,7,25,716,1.56337,4.7749,0.0009698463103929542,1.20861,0.2327,1.07962,0.49093,0.0,4096.0,False,5708.3,27150.6,33062.2,702.8,1701.1,13011.6,24893.3
287.86,0,4,8,25,816,1.59375,4.9222,0.0009698463103929542,,,,,,4096.0,,4191.5,24735.6,28967.3,718.0,1686.4,12415.2,24893.3
324.42,0,5,9,26,920,1.3767,3.9618,0.0009330127018922195,1.09582,0.43836,0.81481,0.58716,0.0,4096.0,False,8426.0,27934.0,36550.6,702.8,1704.3,12997.1,24893.3
357.54,0,5,10,27,1028,1.63159,5.112,0.0009330127018922195,,,,,,4096.0,,4023.6,29044.6,33115.8,718.0,1692.8,12929.6,24893.3
385.32,0,6,11,27,1136,1.59762,4.9413,0.000883022221559489,1.34855,0.66933,0.93684,0.70208,0.0,4096.0,False,4023.3,23537.7,27773.2,702.8,1707.5,12825.6,24893.3
415.12,0,6,12,28,1248,1.47878,4.3876,0.000883022221559489,,,,,,4096.0,,6520.5,23256.6,29788.5,718.0,1696.0,12810.3,24893.3
448.62,0,7,13,30,1368,1.51803,4.5632,0.0008213938048432696,0.83534,0.07056,0.82567,0.10535,0.0,4096.0,False,9983.5,23317.6,33499.3,702.8,1717.1,13046.0,24893.3
476.02,0,7,14,31,1492,1.51529,4.5507,0.0008213938048432696,,,,,,4096.0,,4595.4,22786.1,27395.1,718.0,1705.6,12648.0,24893.3
511.6,0,8,15,33,1624,1.30152,3.6749,0.00075,0.78884,0.06018,0.77947,0.1052,0.0,4096.0,False,10006.1,25346.3,35569.4,702.8,1726.8,12818.3,24893.3
544.6,0,8,16,35,1764,0.88009,2.4111,0.00075,,,,,,4096.0,,12019.6,20948.0,32996.1,718.0,1718.5,12460.0,24893.3
583.5,0,9,17,37,1912,1.18851,3.2822,0.0006710100716628344,0.49187,0.05679,0.48321,0.07226,0.0,4096.0,False,15388.1,23257.7,38890.2,702.8,1739.6,13084.7,24893.3
629.34,0,9,18,38,2064,1.80639,6.0884,0.0006710100716628344,,,,,,4096.0,,8000.8,37794.1,45834.5,718.0,1728.1,11781.4,24893.3
673.49,0,10,19,42,2232,1.11965,3.0638,0.0005868240888334653,0.66345,0.08906,0.6467,0.11838,0.0,4096.0,False,11701.5,32195.5,44137.0,702.8,1755.7,11767.0,24893.3
720.66,0,10,20,45,2412,1.16404,3.2028,0.0005868240888334653,,,,,,4096.0,,12428.3,34711.6,47170.7,718.0,1750.5,11414.5,24893.3
763.55,0,11,21,51,2616,1.56784,4.7963,0.0005,0.468,0.03679,0.45858,0.08587,0.0,4096.0,False,15711.9,26920.6,42873.0,702.8,1784.5,12962.5,24893.3
818.94,0,11,22,56,2840,1.55644,4.7419,0.0005,,,,,,4096.0,,10820.5,44527.6,55383.2,718.0,1785.8,11756.0,24893.3
866.2,0,12,23,66,3104,1.82594,6.2086,0.00041317591116653486,0.42745,0.05124,0.41494,0.08895,0.0,4096.0,False,13624.5,33350.5,47247.4,702.8,1832.7,12458.6,24893.3
920.67,0,12,24,70,3384,1.42148,4.1432,0.00041317591116653486,,,,,,4096.0,,15825.0,38621.0,54473.8,718.0,1830.8,12523.6,24893.3
972.43,0,13,25,72,3672,1.54641,4.6946,0.0003289899283371657,0.44373,0.05065,0.43311,0.08215,0.0,4096.0,False,13783.7,37713.7,51745.6,702.8,1851.9,12824.9,24893.3
1021.94,0,13,26,82,4000,0.89907,2.4573,0.0003289899283371657,,,,,,4096.0,,12549.9,36897.2,49502.9,718.0,1869.3,12685.6,24893.3
1074.16,0,14,27,86,4344,1.29513,3.6515,0.0002500000000000001,0.33684,0.03992,0.32675,0.07143,0.0,4096.0,False,10600.4,41369.9,52217.5,702.8,1896.8,12432.7,24893.3
1132.01,0,14,28,95,4724,1.07106,2.9185,0.0002500000000000001,,,,,,4096.0,,11638.9,46147.7,57845.0,718.0,1911.0,12247.0,24893.3
1196.88,0,15,29,103,5136,1.44715,4.251,0.0001786061951567303,0.32227,0.02169,0.31548,0.06213,0.0,4096.0,False,17514.4,47114.2,64852.9,702.8,1951.4,12575.1,24893.3
1256.9,0,15,30,108,5568,1.36134,3.9014,0.0001786061951567303,,,,,,4096.0,,12346.6,47622.5,60021.0,718.0,1952.8,12494.0,24893.3
1312.71,0,16,31,113,6020,1.35458,3.8751,0.00011697777844051105,0.30745,0.03574,0.2996,0.05904,0.0,4096.0,False,12023.6,43522.8,55806.9,702.8,1983.5,12336.7,24893.3
1379.73,0,16,32,126,6524,1.26987,3.5604,0.00011697777844051105,,,,,,4096.0,,12580.2,54381.3,67017.5,718.0,2010.5,12542.6,24893.3
1447.08,0,17,33,148,7116,1.55883,4.7533,6.698729810778065e-05,0.27131,0.04895,0.26128,0.05425,0.0,4096.0,False,14859.1,52234.0,67343.6,702.8,2095.9,11254.2,24893.3
1531.58,0,17,34,165,7776,1.6084,4.9948,6.698729810778065e-05,,,,,,4096.0,,23412.9,60997.2,84490.9,718.0,2135.8,11665.7,24893.3
1628.58,0,18,35,227,8684,1.45417,4.2809,3.0153689607045842e-05,0.27296,0.03154,0.26628,0.05107,0.0,4096.0,False,27826.5,68870.6,96989.0,702.8,2349.8,11224.8,24893.3
1742.4,0,18,36,242,9652,1.65609,5.2388,3.0153689607045842e-05,,,,,,4096.0,,25462.5,88265.0,113825.0,718.0,2383.2,11536.0,24893.3
1810.45,0,19,37,256,10164,1.08743,2.9666,7.59612349389599e-06,0.24009,0.02876,0.2342,0.04435,0.0,4096.0,False,15937.9,51814.8,68034.4,702.8,2033.6,12294.5,24893.3
