t_s,vram_alloc_mb,vram_reserved_mb,smi_used_mb,gpu_util_pct,gpu_temp_c,cpu_ram_mb
0.0,1.6,2.0,280,2,65,4022.1
0.121,2.2,4.0,282,2,64,4137.1
0.239,66.3,84.0,492,3,65,4228.9
0.357,195.8,204.0,492,8,65,4338.2
0.475,325.3,344.0,632,8,65,4447.3
0.593,454.8,464.0,752,11,64,4566.7
0.711,456.1,464.0,774,11,64,4696.2
0.829,35.5,608.0,896,35,66,4753.7
0.946,196.5,608.0,896,35,65,4875.8
1.065,326.0,608.0,896,25,65,4988.2
1.183,455.5,608.0,896,11,65,5101.0
1.302,455.5,608.0,896,11,65,5198.0
1.42,39.0,608.0,896,19,66,5239.8
1.537,196.5,608.0,896,45,65,5344.5
1.655,326.0,608.0,896,9,65,5445.2
1.774,455.5,608.0,896,9,65,5551.0
1.891,455.5,608.0,896,9,65,5642.7
2.009,67.1,608.0,896,49,66,5705.4
2.127,326.1,608.0,896,49,65,5863.1
2.246,455.6,608.0,896,14,65,6000.1
2.363,35.6,608.0,896,13,68,6087.2
2.481,196.6,608.0,896,13,66,6216.5
2.599,326.1,608.0,896,49,66,6387.3
2.717,455.6,608.0,896,16,66,6529.6
2.838,67.1,608.0,896,47,67,6597.9
2.956,196.6,608.0,896,47,66,6722.4
3.078,326.1,608.0,896,12,66,6828.6
3.196,455.6,608.0,896,12,66,6975.1
3.314,196.6,608.0,896,12,67,7062.2
3.433,326.1,608.0,896,50,66,7229.4
3.551,455.6,608.0,896,13,66,7323.7
3.669,455.6,608.0,896,8,66,7406.3
3.786,35.7,608.0,896,8,69,7447.4
3.905,196.7,608.0,896,44,66,7530.9
4.023,326.2,608.0,896,9,66,7632.1
4.14,326.2,608.0,896,9,66,7714.8
4.262,455.7,608.0,896,9,66,7798.5
4.38,455.7,608.0,896,7,65,7863.6
4.497,67.2,608.0,896,46,67,7927.1
4.614,196.7,608.0,896,46,66,8034.2
4.732,326.2,608.0,896,11,66,8141.6
4.849,455.7,608.0,896,9,66,8248.4
4.967,35.7,608.0,896,9,67,8304.7
5.085,67.2,608.0,896,43,66,8358.5
5.202,196.7,608.0,896,10,66,8434.2
5.321,326.2,608.0,896,10,66,8509.9
