wall_s,epoch,opt_step,batch_idx,seq_len,tokens_cum,loss,perplexity,lr,grad_total,grad_svmo,grad_nmf,grad_stb,scaler_scale,skipped,fwd_ms,bwd_ms,step_ms,vram_alloc_mb,vram_peak_mb,cpu_ram_mb,disk_read_mb
2992.34,0,34,67,28,6184,1.89846,6.6756,0.0008987959826846479,0.61534,0.06131,0.60375,0.10189,4096.0,False,11329.6,27204.7,38739.9,702.8,1709.7,12785.8,24893.3
3034.95,0,34,68,28,6296,1.78453,5.9568,0.0008987959826846479,,,,,4096.0,,7184.4,35342.7,42598.2,716.6,1695.9,11938.2,24893.3
3070.08,0,35,69,28,6408,1.2986,3.6641,0.000891449178072847,0.55172,0.05334,0.54498,0.06742,4096.0,False,8200.5,26709.7,35101.4,702.8,1706.3,11666.9,24893.3
3100.92,0,35,70,28,6520,1.7422,5.7099,0.000891449178072847,,,,,4096.0,,7231.6,23525.7,30827.5,717.2,1695.9,12004.6,24893.3
3134.8,0,36,71,29,6636,1.44045,4.2226,0.0008838772546816856,0.66033,0.04149,0.6479,0.12054,4096.0,False,8677.2,24925.6,33853.1,702.8,1713.1,12110.7,24893.3
3178.85,0,36,72,29,6752,1.57332,4.8226,0.0008838772546816856,,,,,4096.0,,9628.2,34347.5,44041.2,716.8,1699.2,10994.1,24893.3
3225.29,0,37,73,29,6868,1.39688,4.0426,0.0008760845670538386,0.5559,0.04801,0.54471,0.10008,4096.0,False,11707.5,34433.7,46402.6,702.8,1708.5,10636.0,24893.3
3276.13,0,37,74,29,6984,1.18279,3.2635,0.0008760845670538386,,,,,4096.0,,15355.1,35403.0,50825.4,717.0,1699.2,11776.9,24893.3
3310.49,0,38,75,29,7100,1.39998,4.0551,0.00086807559669144,0.60163,0.05371,0.59215,0.09179,4096.0,False,11537.3,22534.2,34332.0,702.8,1708.7,11983.8,24893.3
3353.34,0,38,76,29,7216,1.47171,4.3567,0.00086807559669144,,,,,4096.0,,12700.3,30079.1,42842.0,716.9,1698.7,11212.7,24893.3
3391.66,0,39,77,30,7336,1.22837,3.4157,0.0008598549494788111,0.54061,0.05517,0.52826,0.10079,4096.0,False,12336.9,25743.7,38282.8,702.8,1714.4,12021.2,24893.3
3428.78,0,39,78,30,7456,1.39323,4.0279,0.0008598549494788111,,,,,4096.0,,10165.1,26896.9,37104.1,717.0,1700.1,13169.2,24893.3
3477.69,0,40,79,30,7576,1.99568,7.3572,0.0008514273530336599,0.75179,0.06202,0.74061,0.11332,4096.0,False,12975.0,35712.9,48882.8,702.8,1711.8,11905.3,24893.3
3513.47,0,40,80,30,7696,1.75577,5.7879,0.0008514273530336599,,,,,4096.0,,8834.1,26906.2,35770.0,716.7,1701.9,11994.8,24893.3
3545.88,0,41,81,31,7820,1.53682,4.6498,0.0008427976539882723,0.68593,0.06079,0.67644,0.09611,4096.0,False,8780.2,23382.6,32380.8,702.8,1715.8,11884.9,24893.3
3587.16,0,41,82,31,7944,1.34341,3.8321,0.0008427976539882723,,,,,4096.0,,10818.9,30436.6,41270.1,717.0,1705.6,12133.1,24893.3
3633.24,0,42,83,31,8068,1.2997,3.6682,0.0008339708152022585,0.66881,0.03783,0.65548,0.12737,4096.0,False,10112.3,35712.9,46047.7,702.8,1719.3,12146.6,24893.3
3669.41,0,42,84,31,8192,1.54013,4.6652,0.0008339708152022585,,,,,4096.0,,10737.2,25403.0,36158.3,717.1,1705.6,11871.2,24893.3
3712.46,0,43,85,31,8316,1.82229,6.186,0.0008249519129084591,1.08198,0.07288,1.06889,0.1511,4096.0,False,10525.8,32289.6,43027.5,702.8,1719.4,12546.7,24893.3
3752.56,0,43,86,32,8444,1.13403,3.1082,0.0008249519129084591,,,,,4096.0,,11037.5,29026.1,40082.8,717.0,1704.3,10269.1,24893.3
3791.5,0,44,87,32,8572,1.7343,5.665,0.0008157461337936504,0.60506,0.05696,0.59238,0.10928,4096.0,False,14811.9,23898.4,38905.8,702.8,1718.1,12070.5,24893.3
3840.88,0,44,88,32,8700,1.64949,5.2043,0.0008157461337936504,,,,,4096.0,,12826.4,36502.4,49374.9,716.8,1707.6,11292.4,24893.3
3883.51,0,45,89,32,8828,1.43525,4.2007,0.0008063587720157297,0.51487,0.04097,0.50427,0.09554,4096.0,False,14061.2,28255.4,42592.4,702.8,1722.4,11599.7,24893.3
3942.85,0,45,90,33,8960,1.75831,5.8026,0.0008063587720157297,,,,,4096.0,,16008.4,43261.0,59329.7,716.9,1712.0,10464.3,24893.3
4009.11,0,46,91,33,9092,1.02243,2.7799,0.0007967952261590935,0.58051,0.04939,0.57069,0.09416,4096.0,False,27409.7,38590.9,66222.1,702.8,1725.6,11949.3,24893.3
4042.26,0,46,92,33,9224,2.00884,7.4547,0.0007967952261590935,,,,,4096.0,,8125.9,25002.1,33142.3,716.8,1709.4,12572.1,24893.3
4079.19,0,47,93,33,9356,1.26789,3.5534,0.0007870609961299626,0.56266,0.04512,0.54014,0.15099,4096.0,False,10342.3,26265.1,36893.5,702.8,1721.0,12234.9,24893.3
4115.9,0,47,94,33,9488,1.80136,6.0579,0.0007870609961299626,,,,,4096.0,,11538.4,25111.0,36701.7,716.6,1710.7,12130.4,24893.3
4157.22,0,48,95,34,9624,1.26041,3.5269,0.0007771616799934372,0.53727,0.03986,0.53108,0.07087,4096.0,False,11973.7,29058.7,41272.3,702.8,1723.9,12096.8,24893.3
4198.32,0,48,96,34,9760,1.4242,4.1545,0.0007771616799934372,,,,,4096.0,,12432.2,28626.0,41086.3,716.8,1715.3,11930.1,24893.3
4235.76,0,49,97,34,9896,1.50184,4.4899,0.000767102970754101,0.66798,0.04281,0.65956,0.09665,4096.0,False,12041.4,25143.2,37408.4,702.8,1727.0,11533.4,24893.3
4277.83,0,49,98,34,10032,1.54289,4.6781,0.000767102970754101,,,,,4096.0,,15281.8,26749.0,42058.5,717.0,1710.6,11808.8,24893.3
4318.44,0,50,99,35,10172,1.17756,3.2464,0.0007568906530820281,0.54047,0.04257,0.52446,0.12342,4096.0,False,13844.3,26499.1,40564.2,702.8,1730.3,11718.6,24893.3
4366.15,0,50,100,35,10312,1.92452,6.8519,0.0007568906530820281,,,,,4096.0,,12975.1,34698.9,47698.0,716.9,1715.7,11627.5,24893.3
4414.49,0,51,101,35,10452,1.39039,4.0164,0.0007465305999860728,0.54219,0.03951,0.52975,0.10849,4096.0,False,16394.6,31653.2,48293.6,702.8,1732.1,11615.7,24893.3
4457.35,0,51,102,35,10592,1.39261,4.0254,0.0007465305999860728,,,,,4096.0,,14856.9,27967.3,42850.0,717.0,1717.9,11624.8,24893.3
4507.12,0,52,103,35,10732,1.26279,3.5353,0.0007360287694363565,0.47935,0.03325,0.46885,0.09405,4096.0,False,16801.7,32706.2,49737.9,702.8,1728.4,12014.6,24893.3
4554.46,0,52,104,36,10876,1.55558,4.7378,0.0007360287694363565,,,,,4096.0,,12534.2,34761.6,47322.7,716.7,1716.8,11129.7,24893.3
4602.67,0,53,105,36,11020,1.72178,5.5945,0.0007253912009378953,0.72819,0.05355,0.71777,0.11045,4096.0,False,15758.2,32186.6,48176.0,702.8,1730.2,11759.9,24893.3
4655.15,0,53,106,36,11164,1.93753,6.9416,0.0007253912009378953,,,,,4096.0,,17778.4,34669.2,52472.6,716.8,1721.1,11577.7,24893.3
4705.79,0,54,107,37,11312,1.43039,4.1803,0.0007146240120573358,0.52912,0.0469,0.51703,0.10219,4096.0,False,16227.1,34117.1,50598.1,702.8,1733.5,12553.6,24893.3
4744.04,0,54,108,37,11460,1.79769,6.0357,0.0007146240120573358,,,,,4096.0,,8574.9,29651.8,38243.0,716.7,1719.9,11410.9,24893.3
4787.3,0,55,109,37,11608,1.73102,5.6464,0.0007037333949048005,0.62987,0.06929,0.61883,0.09473,4096.0,False,16550.0,26456.1,43214.4,702.8,1736.3,11493.6,24893.3
4842.95,0,55,110,37,11756,1.08604,2.9625,0.0007037333949048005,,,,,4096.0,,19597.2,36031.4,55645.1,716.8,1719.9,11763.1,24893.3
4886.31,0,56,111,38,11908,1.54524,4.6891,0.0006927256125728624,0.51509,0.06427,0.50599,0.07187,4096.0,False,14338.2,28699.8,43309.4,702.8,1741.6,10486.9,24893.3
4945.02,0,56,112,38,12060,1.27262,3.5702,0.0006927256125728624,,,,,4096.0,,23048.0,35630.6,58696.7,716.9,1728.0,12660.4,24893.3
4989.83,0,57,113,38,12212,1.405,4.0755,0.0006816069955346985,0.50737,0.04381,0.49677,0.09339,4096.0,False,12279.8,32273.2,44779.0,702.8,1736.7,12597.4,24893.3
