t_s,vram_alloc_mb,vram_reserved_mb,smi_used_mb,gpu_util_pct,gpu_temp_c,cpu_ram_mb
0.001,680.1,718.0,1095,2,77,3307.5
0.123,212.0,718.0,1095,4,77,3387.2
0.241,212.0,718.0,1095,4,77,3477.3
0.359,341.5,718.0,1095,7,77,3559.5
0.477,341.5,718.0,1235,8,77,3637.5
0.595,471.0,858.0,1235,8,77,3723.9
0.712,51.7,978.0,1355,8,78,3760.2
0.832,212.8,978.0,1355,47,77,3839.3
0.95,212.8,978.0,1355,9,77,3874.5
1.068,342.3,978.0,1355,9,77,3958.2
1.186,471.8,978.0,1355,8,77,4034.2
1.305,471.8,978.0,1355,6,77,4120.0
1.423,51.9,978.0,1355,6,80,4167.6
1.541,212.9,978.0,1355,43,78,4270.1
1.659,342.4,978.0,1355,10,77,4359.2
1.777,342.4,978.0,1355,7,77,4452.4
1.895,471.9,978.0,1355,7,77,4525.8
2.013,471.9,978.0,1355,8,77,4591.8
2.131,83.5,978.0,1355,41,78,4652.7
2.248,213.0,978.0,1355,41,78,4725.7
2.366,342.5,978.0,1355,6,78,4810.3
2.484,342.5,978.0,1355,9,77,4899.9
2.603,472.0,978.0,1355,9,77,4967.4
2.72,472.0,978.0,1355,7,77,5034.2
2.838,59.1,978.0,1355,34,79,5076.0
2.956,213.1,978.0,1355,14,78,5162.3
3.074,342.6,978.0,1355,14,77,5275.4
3.192,472.1,978.0,1355,11,77,5372.2
3.31,472.1,978.0,1355,7,77,5449.8
3.428,52.2,978.0,1355,7,81,5506.9
3.546,213.2,978.0,1355,42,78,5600.0
3.664,342.7,978.0,1355,10,77,5709.9
3.782,342.7,978.0,1355,8,77,5804.1
3.9,472.2,978.0,1355,8,77,5896.5
4.018,52.3,978.0,1355,12,80,5942.4
4.136,213.3,978.0,1355,38,78,6012.6
4.254,213.3,978.0,1355,38,77,6113.7
4.372,342.8,978.0,1355,8,77,6205.6
4.489,472.3,978.0,1355,9,77,6295.6
4.608,52.4,978.0,1355,9,80,6370.2
4.727,213.4,978.0,1355,34,78,6459.7
4.844,213.4,978.0,1355,17,77,6561.2
4.962,342.9,978.0,1355,10,77,6665.1
5.08,472.4,978.0,1355,10,77,6743.3
5.198,472.4,978.0,1355,8,77,6814.8
5.317,84.1,978.0,1355,40,78,6877.0
5.435,213.6,978.0,1355,40,77,7011.9
5.553,343.1,978.0,1355,12,77,7133.3
5.67,472.6,978.0,1355,11,77,7242.3
5.789,52.7,978.0,1355,41,79,7288.9
5.907,213.7,978.0,1355,41,78,7357.8
6.025,213.7,978.0,1355,7,77,7432.1
6.144,343.2,978.0,1355,8,77,7511.0
6.262,472.7,978.0,1355,8,77,7596.1
6.38,472.7,978.0,1355,7,77,7668.0
6.498,52.8,978.0,1355,17,81,7711.0
6.618,213.8,978.0,1355,31,77,7778.2
6.736,213.8,978.0,1355,31,77,7842.7
6.853,343.3,978.0,1355,5,77,7910.4
6.971,343.3,978.0,1355,7,77,7981.7
7.089,472.8,978.0,1355,7,77,8052.5
7.206,472.8,978.0,1355,7,77,8126.4
7.324,52.9,978.0,1355,33,81,8177.3
7.441,213.9,978.0,1355,33,77,8269.1
7.56,213.9,978.0,1355,16,77,8339.7
7.677,343.4,978.0,1355,7,77,8418.8
7.796,472.9,978.0,1355,6,77,8494.5
7.914,472.9,978.0,1355,6,77,8572.7
