wall_s,epoch,opt_step,batch_idx,seq_len,tokens_cum,loss,perplexity,lr,grad_total,grad_svmo,grad_nmf,grad_stb,grad_lora,scaler_scale,skipped,fwd_ms,bwd_ms,step_ms,vram_alloc_mb,vram_peak_mb,cpu_ram_mb,disk_read_mb
41.47,0,0,0,19,76,3.15607,23.4781,0.001,,,,,,4096.0,,19870.7,21570.0,41450.4,35.5,965.4,12367.4,24893.3
113.39,0,1,1,20,156,3.36498,28.9329,0.0,32.06014,0.0,0.0,0.0,32.06014,4096.0,False,9096.1,62493.7,71913.1,45.1,977.5,11905.6,24893.3
165.71,0,1,2,21,240,2.22428,9.2468,0.0,,,,,,4096.0,,17006.3,35297.7,52316.1,54.8,990.2,12723.5,24893.3
244.19,0,2,3,22,328,1.96374,7.126,0.001,13.70117,0.0,0.0,0.0,13.70117,4096.0,False,17761.4,60380.8,78454.7,45.1,1002.3,11114.0,24893.3
336.38,0,2,4,23,420,1.33615,3.8044,0.001,,,,,,4096.0,,47651.7,44523.2,92187.5,54.8,995.8,12110.0,24893.3
377.56,0,3,5,24,516,2.5849,13.262,0.000992403876506104,12.77043,0.0,0.0,0.0,12.77043,4096.0,False,20505.5,20525.8,41148.7,45.1,1007.8,13027.1,24893.3
404.56,0,3,6,25,616,1.33053,3.783,0.000992403876506104,,,,,,4096.0,,3905.2,23086.0,27005.9,54.8,1001.3,13068.2,24893.3
429.87,0,4,7,25,716,1.24974,3.4894,0.0009698463103929542,4.70613,0.0,0.0,0.0,4.70613,4096.0,False,4192.7,20965.8,25297.9,45.1,1010.6,12407.2,24893.3
467.56,0,4,8,25,816,1.54263,4.6769,0.0009698463103929542,,,,,,4096.0,,15708.5,21962.4,37686.0,54.8,1001.3,13007.9,24893.3
502.69,0,5,9,26,920,1.18334,3.2653,0.0009330127018922195,6.22272,0.0,0.0,0.0,6.22272,4096.0,False,4646.8,30333.9,35129.6,45.1,1013.4,11635.1,24893.3
542.81,0,5,10,27,1028,1.71555,5.5597,0.0009330127018922195,,,,,,4096.0,,9244.1,30825.4,40115.0,54.8,1006.9,12203.3,24893.3
574.9,0,6,11,27,1136,1.53897,4.6598,0.000883022221559489,5.9883,0.0,0.0,0.0,5.9883,4096.0,False,6417.5,25502.0,32070.1,45.1,1016.1,13586.9,24893.3
624.91,0,6,12,28,1248,1.60137,4.9598,0.000883022221559489,,,,,,4096.0,,14972.4,35024.9,50009.8,54.8,1009.6,12805.5,24893.3
666.87,0,7,13,30,1368,1.53321,4.633,0.0008213938048432696,4.39118,0.0,0.0,0.0,4.39118,4096.0,False,4227.4,37493.2,41948.7,45.1,1024.5,12618.1,24893.3
698.06,0,7,14,31,1492,1.5651,4.7832,0.0008213938048432696,,,,,,4096.0,,5193.8,25972.6,31184.5,54.8,1018.0,12707.9,24893.3
732.5,0,8,15,33,1624,1.43676,4.207,0.00075,4.52452,0.0,0.0,0.0,4.52452,4096.0,False,8730.1,25552.1,34438.9,45.1,1032.8,12852.9,24893.3
777.17,0,8,16,35,1764,0.89422,2.4454,0.00075,,,,,,4096.0,,7615.7,37009.9,44658.8,54.8,1029.1,12660.1,24893.3
824.85,0,9,17,37,1912,1.17361,3.2336,0.0006710100716628344,2.66326,0.0,0.0,0.0,2.66326,4096.0,False,9911.4,37567.7,47671.6,45.1,1043.9,12268.5,24893.3
865.95,0,9,18,38,2064,1.88237,6.5691,0.0006710100716628344,,,,,,4096.0,,9953.4,31118.3,41100.6,54.8,1037.4,12797.0,24893.3
911.22,0,10,19,42,2232,1.19354,3.2987,0.0005868240888334653,4.8684,0.0,0.0,0.0,4.8684,4096.0,False,9863.2,35210.8,45262.3,45.1,1057.8,12716.7,24893.3
962.74,0,10,20,45,2412,1.16671,3.2114,0.0005868240888334653,,,,,,4096.0,,11041.1,40427.9,51515.6,54.8,1056.8,11956.5,24893.3
1015.72,0,11,21,51,2616,1.60026,4.9543,0.0005,3.17724,0.0,0.0,0.0,3.17724,4096.0,False,14470.2,38313.1,52966.8,45.1,1082.8,12701.4,24893.3
1058.31,0,11,22,56,2840,1.56106,4.7639,0.0005,,,,,,4096.0,,11975.2,30581.4,42587.2,54.8,1087.4,12666.1,24893.3
1114.03,0,12,23,66,3104,1.87752,6.5373,0.00041317591116653486,9.60875,0.0,0.0,0.0,9.60875,4096.0,False,15449.6,40094.9,55712.4,45.1,1124.4,12941.2,24893.3
1158.44,0,12,24,70,3384,1.43329,4.1925,0.00041317591116653486,,,,,,4096.0,,10042.4,34340.0,44397.4,54.8,1126.2,12490.9,24893.3
1207.11,0,13,25,72,3672,1.54507,4.6883,0.0003289899283371657,2.59866,0.0,0.0,0.0,2.59866,4096.0,False,12636.6,35834.1,48666.6,45.1,1141.1,11104.3,24893.3
1263.78,0,13,26,82,4000,0.91577,2.4987,0.0003289899283371657,,,,,,4096.0,,18900.3,37723.6,56659.5,54.8,1159.6,13082.6,24893.3
1316.68,0,14,27,86,4344,1.28903,3.6293,0.0002500000000000001,2.12309,0.0,0.0,0.0,2.12309,4096.0,False,10771.0,41916.4,52896.8,45.1,1179.9,12527.3,24893.3
1373.26,0,14,28,95,4724,1.10668,3.0243,0.0002500000000000001,,,,,,4096.0,,10084.9,46435.9,56578.7,54.8,1195.7,10885.6,24893.3
1436.34,0,15,29,103,5136,1.46921,4.3458,0.0001786061951567303,1.95698,0.0,0.0,0.0,1.95698,4096.0,False,19888.2,43032.0,63073.0,45.1,1227.2,13055.9,24893.3
1510.19,0,15,30,108,5568,1.36131,3.9013,0.0001786061951567303,,,,,,4096.0,,19472.6,54307.1,73841.2,54.8,1231.8,11771.5,24893.3
