wall_s,epoch,opt_step,batch_idx,seq_len,tokens_cum,loss,perplexity,lr,grad_total,grad_svmo,grad_nmf,grad_stb,grad_lora,scaler_scale,skipped,fwd_ms,bwd_ms,step_ms,vram_alloc_mb,vram_peak_mb,cpu_ram_mb,disk_read_mb
38.83,0,0,0,19,76,3.15666,23.492,0.001,,,,,,4096.0,,18660.3,20144.8,38814.2,659.5,1606.9,12311.3,24893.3
65.06,0,1,1,20,156,3.36421,28.9105,0.0,5.84925,0.7238,5.80429,0.0,0.0,4096.0,False,9393.7,16627.7,26218.0,673.0,1623.1,12972.0,24893.3
98.38,0,1,2,21,240,2.68717,14.69,0.0,,,,,,4096.0,,7330.1,25964.7,33321.1,686.5,1640.2,13036.0,24893.3
125.08,0,2,3,22,328,2.36621,10.6569,0.001,1.90723,0.19402,1.89733,0.0,0.0,4096.0,False,4002.4,22520.3,26693.4,673.0,1656.4,12637.0,24893.3
159.51,0,2,4,23,420,1.5988,4.9471,0.001,,,,,,4096.0,,10777.0,23626.7,34419.8,686.5,1646.5,13057.8,24893.3
190.87,0,3,5,24,516,2.93882,18.8936,0.000992403876506104,1.68079,0.23598,1.66414,0.0,0.0,4096.0,False,4291.9,26879.1,31359.3,673.0,1662.6,12960.0,24893.3
220.38,0,3,6,25,616,1.80377,6.0725,0.000992403876506104,,,,,,4096.0,,5621.8,23869.5,29507.1,686.5,1652.7,13203.8,24893.3
247.82,0,4,7,25,716,1.67973,5.3641,0.0009698463103929542,1.20869,0.16802,1.19695,0.0,0.0,4096.0,False,5066.2,22177.2,27432.5,673.0,1665.7,12567.7,24893.3
280.6,0,4,8,25,816,1.80435,6.076,0.0009698463103929542,,,,,,4096.0,,11725.0,21016.3,32773.1,686.5,1652.7,13082.0,24893.3
307.08,0,5,9,26,920,1.57577,4.8345,0.0009330127018922195,0.77316,0.11563,0.76447,0.0,0.0,4096.0,False,8917.9,17384.9,26478.4,673.0,1668.9,13105.8,24893.3
346.15,0,5,10,27,1028,1.96709,7.1498,0.0009330127018922195,,,,,,4096.0,,7662.8,31383.8,39066.0,686.5,1659.0,12155.4,24893.3
379.98,0,6,11,27,1136,1.91104,6.7601,0.000883022221559489,0.89068,0.099,0.88516,0.0,0.0,4096.0,False,7966.1,25675.7,33815.6,673.0,1672.0,12704.0,24893.3
412.36,0,6,12,28,1248,1.80628,6.0878,0.000883022221559489,,,,,,4096.0,,9724.7,22625.9,32379.0,686.5,1662.1,12399.7,24893.3
443.21,0,7,13,30,1368,1.85029,6.3617,0.0008213938048432696,0.85583,0.0879,0.8513,0.0,0.0,4096.0,False,8772.2,21901.0,30838.8,673.0,1681.4,12613.3,24893.3
471.61,0,7,14,31,1492,1.82163,6.182,0.0008213938048432696,,,,,,4096.0,,8193.4,20183.9,28398.4,686.5,1671.4,12949.1,24893.3
495.32,0,8,15,33,1624,1.59415,4.9241,0.00075,0.78177,0.08299,0.77735,0.0,0.0,4096.0,False,4520.8,18961.9,23704.0,673.0,1690.7,12527.3,24893.3
529.53,0,8,16,35,1764,1.14537,3.1436,0.00075,,,,,,4096.0,,12469.6,21709.0,34209.3,686.5,1684.0,12920.1,24893.3
559.58,0,9,17,37,1912,1.42205,4.1456,0.0006710100716628344,0.59926,0.07091,0.59505,0.0,0.0,4096.0,False,6662.8,23204.7,30040.2,673.0,1703.2,12671.1,24893.3
589.76,0,9,18,38,2064,2.04192,7.7054,0.0006710100716628344,,,,,,4096.0,,6403.9,23756.5,30180.1,686.5,1693.3,12964.8,24893.3
623.61,0,10,19,42,2232,1.32568,3.7648,0.0005868240888334653,0.64424,0.09346,0.63742,0.0,0.0,4096.0,False,6441.1,27207.4,33843.9,673.0,1718.9,12063.2,24893.3
660.25,0,10,20,45,2412,1.34659,3.8443,0.0005868240888334653,,,,,,4096.0,,8593.5,28025.7,36637.1,686.5,1715.2,12686.7,24893.3
692.98,0,11,21,51,2616,1.74298,5.7144,0.0005,0.50078,0.0485,0.49843,0.0,0.0,4096.0,False,6315.9,26213.5,32726.4,673.0,1747.0,11911.8,24893.3
730.81,0,11,22,56,2840,1.70412,5.4965,0.0005,,,,,,4096.0,,9865.7,27952.2,37829.8,686.5,1749.5,12351.3,24893.3
778.73,0,12,23,66,3104,1.94941,7.0245,0.00041317591116653486,0.43174,0.06531,0.42677,0.0,0.0,4096.0,False,15635.8,32072.7,47907.9,673.0,1793.8,12718.9,24893.3
834.56,0,12,24,70,3384,1.5201,4.5727,0.00041317591116653486,,,,,,4096.0,,8716.6,47069.9,55824.3,686.5,1793.3,12704.9,24893.3
872.05,0,13,25,72,3672,1.65552,5.2358,0.0003289899283371657,0.44393,0.05362,0.44068,0.0,0.0,4096.0,False,8862.7,28412.8,37485.9,673.0,1812.6,12627.3,24893.3
918.16,0,13,26,82,4000,0.99321,2.6999,0.0003289899283371657,,,,,,4096.0,,11424.1,34660.8,46114.4,686.5,1830.8,12861.9,24893.3
963.12,0,14,27,86,4344,1.36954,3.9335,0.0002500000000000001,0.33219,0.04424,0.32923,0.0,0.0,4096.0,False,8707.7,36038.0,44955.0,673.0,1856.3,12576.1,24893.3
1015.36,0,14,28,95,4724,1.1513,3.1623,0.0002500000000000001,,,,,,4096.0,,11443.7,40747.4,52228.7,686.5,1871.4,12194.4,24893.3
1068.73,0,15,29,103,5136,1.51408,4.5452,0.0001786061951567303,0.31325,0.02727,0.31206,0.0,0.0,4096.0,False,12722.9,40439.5,53370.6,673.0,1909.4,12588.6,24893.3
1123.21,0,15,30,108,5568,1.42145,4.1431,0.0001786061951567303,,,,,,4096.0,,11869.3,42568.7,54474.2,686.5,1912.0,12629.3,24893.3
1189.18,0,16,31,113,6020,1.41683,4.124,0.00011697777844051105,0.30343,0.03691,0.30118,0.0,0.0,4096.0,False,21797.3,43944.4,65960.5,673.0,1940.7,12001.7,24893.3
