wall_s,epoch,opt_step,batch_idx,seq_len,tokens_cum,loss,perplexity,lr,grad_total,grad_svmo,grad_nmf,grad_stb,scaler_scale,skipped,fwd_ms,bwd_ms,step_ms,vram_alloc_mb,vram_peak_mb,cpu_ram_mb,disk_read_mb
1478.07,0,18,36,84,5644,1.76852,5.8621,0.0002500000000000001,,,,,4096.0,,14443.5,32133.8,46620.4,637.4,1759.8,12331.3,24893.3
1522.17,0,19,37,90,6004,1.84657,6.338,0.00019561928549563967,0.16392,0.16392,0.0,0.0,4096.0,False,12680.1,31151.7,44086.4,636.2,1776.8,12697.7,24893.3
1564.99,0,19,38,95,6384,1.51198,4.5357,0.00019561928549563967,,,,,4096.0,,9655.9,33107.8,42817.1,637.4,1788.9,12094.1,24893.3
1629.1,0,20,39,100,6784,2.0063,7.4358,0.00014644660940672628,0.16394,0.16394,0.0,0.0,4096.0,False,17295.0,46610.2,64098.2,636.2,1803.3,12483.8,24893.3
1688.01,0,20,40,103,7196,1.7738,5.8932,0.00014644660940672628,,,,,4096.0,,15795.2,43062.5,58905.9,637.4,1810.0,12088.6,24893.3
1754.2,0,21,41,108,7628,1.86031,6.4258,0.00010332332985438247,0.17793,0.17793,0.0,0.0,4096.0,False,14660.5,51317.3,66185.4,636.2,1824.5,12155.6,24893.3
1820.18,0,21,42,110,8068,1.83514,6.266,0.00010332332985438247,,,,,4096.0,,13966.0,51948.9,65975.3,637.4,1828.6,11994.2,24893.3
2039.77,0,22,43,116,8532,1.54395,4.683,6.698729810778065e-05,0.1324,0.1324,0.0,0.0,4096.0,False,61158.0,153483.3,219576.3,636.2,1845.6,10377.8,24893.3
2157.93,0,22,44,127,9040,1.80311,6.0685,6.698729810778065e-05,,,,,4096.0,,83078.8,34992.6,118138.5,637.4,1873.6,12513.9,24893.3
2236.36,0,23,45,142,9608,1.97833,7.2307,3.806023374435663e-05,0.13771,0.13771,0.0,0.0,4096.0,False,16065.0,62116.9,78418.5,636.2,1914.5,11820.4,24893.3
2309.2,0,23,46,164,10264,1.95875,7.0905,3.806023374435663e-05,,,,,4096.0,,18705.8,54057.4,72833.4,637.4,1971.5,12041.8,24893.3
2405.68,0,24,47,204,11080,1.64778,5.1954,1.70370868554659e-05,0.13972,0.13972,0.0,0.0,4096.0,False,22698.7,73473.0,96472.4,636.2,2078.7,11436.8,24893.3
2520.13,0,24,48,236,12024,1.89126,6.6277,1.70370868554659e-05,,,,,4096.0,,27548.2,86806.5,114445.5,637.4,2162.3,11451.1,24893.3
2616.83,0,25,49,256,13048,1.5353,4.6427,4.277569313094809e-06,0.1311,0.1311,0.0,0.0,4096.0,False,24014.1,72362.8,96689.6,636.2,2216.5,10902.9,24893.3
