wall_s,epoch,opt_step,batch_idx,seq_len,tokens_cum,loss,perplexity,lr,grad_total,grad_svmo,grad_nmf,grad_stb,grad_lora,scaler_scale,skipped,fwd_ms,bwd_ms,step_ms,vram_alloc_mb,vram_peak_mb,cpu_ram_mb,disk_read_mb
36.81,0,0,0,19,76,3.15607,23.4781,0.001,,,,,,4096.0,,18965.6,17822.4,36797.0,170.3,1082.6,12543.3,24893.3
71.2,0,1,1,20,156,3.36498,28.9329,0.0,11.99426,0.0,0.0,0.0,11.99426,4096.0,False,6678.0,27546.3,34372.4,247.3,1112.7,11606.8,24893.3
97.46,0,1,2,21,240,2.21221,9.1359,0.0,,,,,,4096.0,,8404.5,17848.9,26258.6,324.3,1239.4,12373.7,24893.3
129.53,0,2,3,22,328,2.01124,7.4725,0.001,5.09986,0.0,0.0,0.0,5.09986,4096.0,False,11873.6,19960.5,32059.8,247.3,1272.2,12535.2,24893.3
157.08,0,2,4,23,420,1.39388,4.0305,0.001,,,,,,4096.0,,9005.5,18515.6,27550.0,324.3,1242.1,12620.1,24893.3
184.52,0,3,5,24,516,2.5837,13.246,0.000992403876506104,4.75326,0.0,0.0,0.0,4.75326,4096.0,False,6387.5,20929.3,27432.9,247.3,1277.7,12492.8,24893.3
222.34,0,3,6,25,616,1.30863,3.7011,0.000992403876506104,,,,,,4096.0,,6039.4,31767.9,37817.8,324.3,1244.9,11843.2,24893.3
254.14,0,4,7,25,716,1.24363,3.4682,0.0009698463103929542,1.52481,0.0,0.0,0.0,1.52481,4096.0,False,7415.7,24245.5,31797.0,247.3,1280.4,11886.7,24893.3
286.84,0,4,8,25,816,1.50588,4.5081,0.0009698463103929542,,,,,,4096.0,,8385.2,24298.9,32694.6,324.3,1244.9,11885.5,24893.3
316.73,0,5,9,26,920,1.1681,3.2159,0.0009330127018922195,2.06642,0.0,0.0,0.0,2.06642,4096.0,False,8566.1,21186.6,29884.1,247.3,1283.2,12276.3,24893.3
344.8,0,5,10,27,1028,1.68759,5.4064,0.0009330127018922195,,,,,,4096.0,,9390.8,18664.2,28068.3,324.3,1247.6,12237.8,24893.3
373.77,0,6,11,27,1136,1.59246,4.9158,0.000883022221559489,1.98949,0.0,0.0,0.0,1.98949,4096.0,False,9916.9,18909.5,28959.6,247.3,1285.9,12581.1,24893.3
402.97,0,6,12,28,1248,1.52251,4.5837,0.000883022221559489,,,,,,4096.0,,8360.2,20824.7,29195.5,324.3,1249.0,12578.8,24893.3
438.15,0,7,13,30,1368,1.51042,4.5286,0.0008213938048432696,1.44985,0.0,0.0,0.0,1.44985,4096.0,False,7804.5,27227.9,35172.9,247.3,1294.1,11958.3,24893.3
474.32,0,7,14,31,1492,1.49592,4.4635,0.0008213938048432696,,,,,,4096.0,,9431.4,26720.2,36169.9,324.3,1253.1,11890.8,24893.3
514.28,0,8,15,33,1624,1.38413,3.9913,0.00075,1.54802,0.0,0.0,0.0,1.54802,4096.0,False,10317.8,29509.6,39952.8,247.3,1302.3,11730.8,24893.3
547.4,0,8,16,35,1764,0.90661,2.4759,0.00075,,,,,,4096.0,,11497.2,21599.8,33119.7,324.3,1258.6,12079.7,24893.3
583.35,0,9,17,37,1912,1.16774,3.2147,0.0006710100716628344,0.93127,0.0,0.0,0.0,0.93127,4096.0,False,9870.9,25929.4,35940.9,247.3,1313.3,12123.9,24893.3
618.3,0,9,18,38,2064,1.82605,6.2093,0.0006710100716628344,,,,,,4096.0,,10394.2,24513.2,34950.8,324.3,1262.7,12550.9,24893.3
655.32,0,10,19,42,2232,1.16603,3.2092,0.0005868240888334653,1.3166,0.0,0.0,0.0,1.3166,4096.0,False,6834.5,30023.5,37008.9,247.3,1327.0,11852.7,24893.3
691.05,0,10,20,45,2412,1.14261,3.135,0.0005868240888334653,,,,,,4096.0,,9907.2,25793.3,35730.0,324.3,1272.3,12094.8,24893.3
729.91,0,11,21,51,2616,1.55822,4.7504,0.0005,0.95323,0.0,0.0,0.0,0.95323,4096.0,False,9098.4,29593.9,38852.9,247.3,1351.7,11713.6,24893.3
772.76,0,11,22,56,2840,1.49593,4.4635,0.0005,,,,,,4096.0,,11243.1,31582.1,42847.0,324.3,1291.1,11762.3,24893.3
819.82,0,12,23,66,3104,1.8233,6.1923,0.00041317591116653486,0.84856,0.0,0.0,0.0,0.84856,4096.0,False,11331.7,35573.6,47054.1,247.3,1392.8,12275.6,24893.3
867.49,0,12,24,70,3384,1.38256,3.9851,0.00041317591116653486,,,,,,4096.0,,12338.6,35295.2,47667.3,324.3,1329.5,11729.1,24893.3
913.13,0,13,25,72,3672,1.54485,4.6873,0.0003289899283371657,0.91344,0.0,0.0,0.0,0.91344,4096.0,False,12834.5,32632.5,45625.0,247.3,1409.3,11962.8,24893.3
960.92,0,13,26,82,4000,0.89419,2.4454,0.0003289899283371657,,,,,,4096.0,,11606.4,36151.6,47789.5,324.3,1362.4,11908.2,24893.3
1012.56,0,14,27,86,4344,1.26085,3.5284,0.0002500000000000001,0.70283,0.0,0.0,0.0,0.70283,4096.0,False,11767.7,39698.6,51633.5,247.3,1447.6,11345.5,24893.3
1060.85,0,14,28,95,4724,1.07167,2.9203,0.0002500000000000001,,,,,,4096.0,,13407.0,34830.9,48289.1,324.3,1398.1,11264.7,24893.3
1111.78,0,15,29,103,5136,1.44421,4.2385,0.0001786061951567303,0.68536,0.0,0.0,0.0,0.68536,4096.0,False,14545.3,36199.5,50924.1,247.3,1494.3,11602.0,24893.3
1171.84,0,15,30,108,5568,1.37433,3.9524,0.0001786061951567303,,,,,,4096.0,,16240.3,43754.0,60051.8,324.3,1433.7,11855.0,24893.3
1218.54,0,16,31,113,6020,1.34404,3.8345,0.00011697777844051105,0.68285,0.0,0.0,0.0,0.68285,4096.0,False,12098.7,34431.5,46695.8,247.3,1521.7,12357.2,24893.3
1267.64,0,16,32,126,6524,1.26334,3.5372,0.00011697777844051105,,,,,,4096.0,,11433.1,37598.0,49094.2,324.3,1483.1,11888.0,24893.3
1335.22,0,17,33,148,7116,1.54941,4.7087,6.698729810778065e-05,0.62269,0.0,0.0,0.0,0.62269,4096.0,False,13336.4,54042.4,67572.9,247.3,1617.7,11717.8,24893.3
1409.87,0,17,34,165,7776,1.60728,4.9892,6.698729810778065e-05,,,,,,4096.0,,17638.6,56951.8,74647.8,324.3,1590.1,11559.4,24893.3
1516.56,0,18,35,227,8684,1.45923,4.3027,3.0153689607045842e-05,0.56928,0.0,0.0,0.0,0.56928,4096.0,False,26355.0,80118.7,106684.2,247.3,1834.6,10702.4,24893.3
1610.43,0,18,36,242,9652,1.64057,5.1581,3.0153689607045842e-05,,,,,,4096.0,,25391.9,68376.8,93865.3,324.3,1801.6,9359.1,24893.3
1687.48,0,19,37,256,10164,1.09375,2.9855,7.59612349389599e-06,0.51565,0.0,0.0,0.0,0.51565,4096.0,False,26756.7,50122.8,77043.7,247.3,1564.5,11946.6,24893.3
