t_s,vram_alloc_mb,vram_reserved_mb,smi_used_mb,gpu_util_pct,gpu_temp_c,cpu_ram_mb
0.0,666.9,684.0,1007,9,69,3422.8
0.123,718.9,744.0,1187,3,69,3494.4
0.242,848.4,864.0,1187,8,69,3588.6
0.361,977.9,984.0,1307,8,69,3677.7
0.479,1107.4,1124.0,1447,9,69,3765.3
0.598,1107.4,1124.0,1447,7,69,3849.1
0.716,1107.4,1124.0,1447,7,69,3900.1
0.835,688.1,1264.0,1587,5,70,3929.5
0.953,849.1,1264.0,1587,52,69,4013.6
1.071,849.1,1264.0,1587,7,69,4096.8
1.19,978.6,1264.0,1587,7,69,4182.6
1.308,1108.1,1264.0,1587,8,69,4267.9
1.427,1108.1,1264.0,1587,7,69,4345.5
1.546,688.2,1264.0,1587,7,70,4379.8
1.665,849.2,1264.0,1587,47,70,4458.6
1.785,849.2,1264.0,1587,8,70,4527.8
1.906,978.7,1264.0,1587,6,70,4497.8
2.028,978.7,1264.0,1587,6,70,4548.1
2.152,1108.2,1264.0,1587,4,70,4611.7
2.271,1108.2,1264.0,1587,11,70,4675.4
2.389,719.8,1264.0,1587,11,71,4723.7
2.509,849.3,1264.0,1587,50,70,4811.1
2.628,978.8,1264.0,1587,15,70,4895.4
2.746,978.8,1264.0,1587,15,70,4981.6
2.865,1108.3,1264.0,1587,15,70,5067.4
2.983,688.4,1264.0,1587,15,72,5120.0
3.102,849.4,1264.0,1587,46,71,5193.6
3.22,849.4,1264.0,1587,46,70,5304.7
3.338,978.9,1264.0,1587,10,70,5405.6
3.456,1108.4,1264.0,1587,9,70,5501.5
3.574,688.5,1264.0,1587,15,70,5564.5
3.693,720.0,1264.0,1587,15,71,5621.9
3.812,849.5,1264.0,1587,38,70,5702.0
3.93,979.0,1264.0,1587,6,70,5783.0
4.048,979.0,1264.0,1587,6,70,5883.7
4.168,1108.5,1264.0,1587,8,70,5992.5
4.286,688.6,1264.0,1587,33,73,6023.3
4.405,849.6,1264.0,1587,29,70,6071.5
4.531,979.1,1264.0,1587,29,70,6098.0
4.649,979.1,1264.0,1587,8,70,6170.8
4.768,1108.6,1264.0,1602,11,70,6265.9
4.886,688.7,1264.0,1602,11,72,6307.1
5.005,849.7,1264.0,1602,53,71,6392.0
5.124,849.7,1264.0,1602,13,70,6488.0
5.242,979.2,1264.0,1602,12,70,6487.7
5.361,1108.7,1264.0,1602,12,70,6574.4
5.478,1108.7,1264.0,1602,7,70,6652.1
5.597,695.8,1264.0,1602,43,71,6695.0
5.715,849.8,1264.0,1602,43,70,6786.6
5.833,979.3,1264.0,1602,12,70,6870.5
5.95,979.3,1264.0,1602,8,70,6958.3
6.068,1108.8,1264.0,1602,8,70,7052.4
6.187,688.9,1264.0,1602,12,73,7098.6
6.305,850.0,1264.0,1602,48,71,7172.7
6.444,850.0,1264.0,1602,10,70,7223.4
6.569,979.5,1264.0,1602,14,70,7278.1
6.693,979.5,1264.0,1602,14,70,7330.4
6.816,1109.0,1264.0,1602,15,70,7389.7
6.937,1109.0,1264.0,1602,15,70,7448.6
7.061,689.0,1264.0,1602,15,73,7477.0
7.182,850.1,1264.0,1602,47,70,7557.4
7.305,850.1,1264.0,1602,9,70,7632.9
7.427,979.6,1264.0,1602,7,70,7710.2
7.548,1109.1,1264.0,1602,7,70,7793.5
7.671,1109.1,1264.0,1602,11,70,7864.3
7.792,689.1,1264.0,1602,48,72,7888.5
7.914,850.2,1264.0,1602,9,70,7964.4
8.035,979.7,1264.0,1602,9,70,8040.4
8.156,979.7,1264.0,1602,7,70,8114.0
8.278,1109.2,1264.0,1602,7,70,8182.7
8.399,1109.2,1264.0,1602,7,70,8240.6
8.52,689.3,1264.0,1602,5,72,8265.8
8.642,850.3,1264.0,1602,43,70,8335.8
8.765,850.3,1264.0,1602,13,70,8408.6
8.887,979.8,1264.0,1602,13,70,8475.2
9.011,979.8,1264.0,1602,12,70,8536.3
9.133,1109.3,1264.0,1602,16,70,8610.8
