wall_s,epoch,opt_step,batch_idx,seq_len,tokens_cum,loss,perplexity,lr,grad_total,grad_svmo,grad_nmf,grad_stb,grad_lora,scaler_scale,skipped,fwd_ms,bwd_ms,step_ms,vram_alloc_mb,vram_peak_mb,cpu_ram_mb,disk_read_mb
47.65,0,0,0,19,76,3.1562,23.4811,0.001,,,,,,4096.0,,25119.4,22489.7,47631.4,667.5,1616.6,12605.0,24893.3
80.08,0,1,1,20,156,3.36535,28.9438,0.0,0.82952,0.72428,0.0,0.40437,0.0,4096.0,False,9643.6,22553.4,32420.5,672.8,1624.4,11246.0,24893.3
121.43,0,1,2,21,240,3.9071,49.7544,0.0,,,,,,4096.0,,15947.2,25381.6,41342.5,678.1,1632.5,11415.8,24893.3
155.79,0,2,3,22,328,3.03007,20.6987,0.001,1.65501,0.55682,0.0,1.55853,0.0,4096.0,False,10966.8,23209.0,34355.8,672.8,1640.3,11667.6,24893.3
186.57,0,2,4,23,420,2.08355,8.0329,0.001,,,,,,4096.0,,11165.7,19601.4,30779.2,678.1,1637.9,13218.2,24893.3
225.14,0,3,5,24,516,3.73054,41.7016,0.000992403876506104,1.56859,0.58008,0.0,1.45739,0.0,4096.0,False,14648.7,23712.6,38558.3,672.8,1645.6,11732.0,24893.3
268.83,0,3,6,25,616,2.81621,16.7134,0.000992403876506104,,,,,,4096.0,,16294.9,27381.7,43694.3,678.1,1643.2,11287.8,24893.3
305.46,0,4,7,25,716,2.30656,10.0398,0.0009698463103929542,0.88992,0.58427,0.0,0.67126,0.0,4096.0,False,11359.9,25058.5,36615.0,672.8,1648.3,11907.2,24893.3
337.95,0,4,8,25,816,2.89308,18.0489,0.0009698463103929542,,,,,,4096.0,,10041.3,22434.1,32490.5,678.1,1643.2,11834.1,24893.3
371.48,0,5,9,26,920,2.14275,8.5228,0.0009330127018922195,0.87137,0.48085,0.0,0.72668,0.0,4096.0,False,11159.2,22172.7,33527.4,672.8,1651.0,11208.9,24893.3
412.71,0,5,10,27,1028,2.40668,11.0971,0.0009330127018922195,,,,,,4096.0,,12648.2,28556.9,41225.5,678.1,1648.5,11546.6,24893.3
450.83,0,6,11,27,1136,2.63764,13.9802,0.000883022221559489,1.04427,0.58517,0.0,0.86492,0.0,4096.0,False,10322.6,27592.8,38108.6,672.8,1653.6,11545.2,24893.3
488.2,0,6,12,28,1248,2.15881,8.6608,0.000883022221559489,,,,,,4096.0,,9152.9,28190.2,37366.4,678.1,1651.2,11553.7,24893.3
527.61,0,7,13,30,1368,2.28469,9.8227,0.0008213938048432696,1.06217,0.60383,0.0,0.87383,0.0,4096.0,False,9626.1,29544.4,39408.7,672.8,1661.6,12046.5,24893.3
564.07,0,7,14,31,1492,1.91892,6.8136,0.0008213938048432696,,,,,,4096.0,,9933.9,26486.3,36447.0,678.1,1659.2,11740.3,24893.3
598.43,0,8,15,33,1624,1.73399,5.6632,0.00075,0.50603,0.2908,0.0,0.41412,0.0,4096.0,False,10544.1,23600.3,34358.8,672.8,1669.6,12449.5,24893.3
639.05,0,8,16,35,1764,1.61271,5.0164,0.00075,,,,,,4096.0,,9875.7,30711.8,40611.7,678.1,1669.9,11707.6,24893.3
671.79,0,9,17,37,1912,1.74577,5.7303,0.0006710100716628344,0.63475,0.30241,0.0,0.55808,0.0,4096.0,False,9344.6,23189.4,32731.3,672.8,1680.3,12126.8,24893.3
710.93,0,9,18,38,2064,2.181,8.8552,0.0006710100716628344,,,,,,4096.0,,11023.6,28094.0,39142.1,678.1,1677.9,11833.7,24893.3
761.44,0,10,19,42,2232,1.42466,4.1565,0.0005868240888334653,0.40641,0.17171,0.0,0.36835,0.0,4096.0,False,11667.8,38628.3,50503.2,672.8,1693.7,11094.9,24893.3
799.82,0,10,20,45,2412,1.48532,4.4164,0.0005868240888334653,,,,,,4096.0,,11879.1,26462.2,38372.1,678.1,1696.6,11936.9,24893.3
838.05,0,11,21,51,2616,1.85168,6.3705,0.0005,0.48392,0.19296,0.0,0.44378,0.0,4096.0,False,10979.2,26985.7,38218.8,672.8,1717.7,11944.0,24893.3
876.08,0,11,22,56,2840,1.75051,5.7575,0.0005,,,,,,4096.0,,10963.2,27032.1,38032.6,678.1,1725.9,11816.2,24893.3
940.25,0,12,23,66,3104,2.05138,7.7786,0.00041317591116653486,0.3046,0.12159,0.0,0.27929,0.0,4096.0,False,12864.1,51074.1,64157.8,672.8,1757.8,11633.2,24893.3
986.77,0,12,24,70,3384,1.5685,4.7995,0.00041317591116653486,,,,,,4096.0,,13911.0,32566.3,46517.8,678.1,1763.3,11145.4,24893.3
1035.04,0,13,25,72,3672,1.677,5.3495,0.0003289899283371657,0.25326,0.08319,0.0,0.23921,0.0,4096.0,False,16271.3,31771.7,48263.3,672.8,1773.8,11469.2,24893.3
1085.52,0,13,26,82,4000,1.0166,2.7638,0.0003289899283371657,,,,,,4096.0,,14908.1,35521.2,50476.0,678.1,1795.4,11768.4,24893.3
1136.18,0,14,27,86,4344,1.40852,4.0899,0.0002500000000000001,0.18074,0.05771,0.0,0.17128,0.0,4096.0,False,12384.2,38039.5,50660.3,672.8,1811.2,11286.9,24893.3
1189.02,0,14,28,95,4724,1.09421,2.9868,0.0002500000000000001,,,,,,4096.0,,15898.1,36875.9,52828.4,678.1,1830.1,11492.2,24893.3
1247.75,0,15,29,103,5136,1.55944,4.7561,0.0001786061951567303,0.14926,0.04646,0.0,0.14184,0.0,4096.0,False,17236.9,41245.5,58725.5,672.8,1856.6,10907.1,24893.3
1316.52,0,15,30,108,5568,1.51875,4.5665,0.0001786061951567303,,,,,,4096.0,,17305.5,51417.2,68765.9,678.1,1864.8,11302.1,24893.3
1378.81,0,16,31,113,6020,1.43753,4.2103,0.00011697777844051105,0.1804,0.06092,0.0,0.1698,0.0,4096.0,False,16498.6,45544.7,62284.0,672.8,1883.3,11443.7,24893.3
1436.87,0,16,32,126,6524,1.37181,3.9425,0.00011697777844051105,,,,,,4096.0,,16579.6,41413.6,58057.2,678.1,1912.9,11243.5,24893.3
1506.47,0,17,33,148,7116,1.62528,5.0799,6.698729810778065e-05,0.12836,0.05871,0.0,0.11415,0.0,4096.0,False,19253.3,50090.2,69592.0,672.8,1976.8,10112.2,24893.3
1596.63,0,17,34,165,7776,1.68284,5.3808,6.698729810778065e-05,,,,,,4096.0,,24485.3,65601.2,90155.8,678.1,2017.1,11974.3,24893.3
1717.92,0,18,35,227,8684,1.53086,4.6222,3.0153689607045842e-05,0.1292,0.04167,0.0,0.12229,0.0,4096.0,False,31712.7,89243.5,121279.5,672.8,2188.0,10565.0,24893.3
1832.94,0,18,36,242,9652,1.7007,5.4778,3.0153689607045842e-05,,,,,,4096.0,,27706.4,87185.8,115017.5,678.1,2223.0,10718.7,24893.3
1895.9,0,19,37,256,10164,1.16653,3.2108,7.59612349389599e-06,0.10286,0.03731,0.0,0.09585,0.0,4096.0,False,18173.5,44533.5,62948.1,672.8,1925.0,11086.5,24893.3
