t_s,vram_alloc_mb,vram_reserved_mb,smi_used_mb,gpu_util_pct,gpu_temp_c,cpu_ram_mb
0.0,656.0,668.0,1067,5,48,4076.4
0.122,656.6,670.0,1069,5,48,4165.5
0.24,689.2,710.0,1119,6,48,4227.6
0.357,850.3,870.0,1279,8,48,4302.9
0.475,850.3,870.0,1279,8,48,4382.0
0.592,979.8,990.0,1399,9,48,4461.5
0.71,1109.3,1130.0,1539,13,48,4594.6
0.827,1109.3,1130.0,1541,13,48,4701.6
0.945,1114.2,1152.0,1663,7,48,4811.7
1.062,690.2,1274.0,1683,42,50,4853.9
1.179,851.2,1274.0,1683,28,49,4989.1
1.297,980.7,1274.0,1683,28,49,5121.6
1.415,1110.2,1274.0,1683,14,49,5246.4
1.533,690.4,1274.0,1683,47,52,5274.6
1.652,851.4,1274.0,1683,47,50,5390.4
1.769,980.9,1274.0,1683,26,49,5509.1
1.887,1110.4,1274.0,1683,9,49,5624.7
2.005,690.7,1274.0,1683,25,51,5708.7
2.123,722.2,1274.0,1683,25,50,5771.6
2.24,851.7,1274.0,1683,41,50,5892.9
2.359,981.2,1274.0,1683,12,50,6006.4
2.476,1110.7,1274.0,1683,12,50,6125.7
2.594,691.0,1276.0,1685,13,54,6170.0
2.714,852.0,1276.0,1685,51,51,6278.7
2.831,981.5,1276.0,1685,51,50,6386.7
2.949,1111.0,1276.0,1685,10,50,6500.3
3.067,1111.0,1276.0,1685,13,50,6597.8
3.185,722.8,1276.0,1685,52,52,6656.7
3.304,852.3,1276.0,1685,52,51,6758.9
3.422,981.8,1276.0,1685,12,50,6871.7
3.54,1111.3,1276.0,1685,14,50,6976.8
3.658,691.6,1276.0,1685,14,53,7042.3
3.775,852.6,1276.0,1685,46,51,7129.9
3.894,852.6,1276.0,1685,14,51,7241.2
4.013,982.1,1276.0,1685,14,51,7345.7
4.131,1111.6,1276.0,1685,14,50,7462.3
4.249,691.8,1276.0,1685,24,53,7505.3
4.366,852.9,1276.0,1685,41,51,7628.4
4.485,982.4,1276.0,1685,41,51,7766.7
4.603,1111.9,1276.0,1685,15,51,7900.3
4.721,692.1,1276.0,1685,38,54,7944.3
4.838,853.1,1276.0,1685,38,51,8060.7
4.955,982.6,1276.0,1685,28,51,8182.2
5.073,1112.1,1276.0,1685,17,51,8303.8
5.191,692.4,1276.0,1685,28,52,8376.0
5.309,853.4,1276.0,1685,28,52,8454.1
5.427,853.4,1276.0,1685,37,51,8561.4
5.545,982.9,1276.0,1685,13,51,8676.6
