wall_s,epoch,opt_step,batch_idx,seq_len,tokens_cum,loss,perplexity,lr,grad_total,grad_svmo,grad_nmf,grad_stb,grad_lora,scaler_scale,skipped,fwd_ms,bwd_ms,step_ms,vram_alloc_mb,vram_peak_mb,cpu_ram_mb,disk_read_mb
39.37,0,0,0,19,76,3.1562,23.4811,0.001,,,,,,4096.0,,19709.9,19630.1,39348.5,662.9,1613.9,12040.1,24893.3
77.51,0,1,1,20,156,3.36535,28.9438,0.0,0.87379,0.72419,0.0,0.48894,0.0,4096.0,False,11346.9,26572.2,38129.5,665.9,1619.5,12020.9,24893.3
106.87,0,1,2,21,240,3.8891,48.8668,0.0,,,,,,4096.0,,8138.0,21217.3,29364.4,668.9,1625.3,11679.7,24893.3
136.72,0,2,3,22,328,3.01512,20.3915,0.001,1.51749,0.54977,0.0,1.4144,0.0,4096.0,False,8782.9,20874.7,29838.1,665.9,1630.8,11954.5,24893.3
166.04,0,2,4,23,420,2.06708,7.9017,0.001,,,,,,4096.0,,8153.7,21141.2,29319.6,668.9,1630.6,12315.3,24893.3
199.66,0,3,5,24,516,3.71358,41.0005,0.000992403876506104,1.44358,0.56996,0.0,1.3263,0.0,4096.0,False,8140.8,25274.1,33608.1,665.9,1636.2,12256.0,24893.3
233.18,0,3,6,25,616,2.78054,16.1278,0.000992403876506104,,,,,,4096.0,,8855.7,24650.4,33516.0,668.9,1635.9,11808.5,24893.3
261.02,0,4,7,25,716,2.27036,9.6829,0.0009698463103929542,0.92928,0.58248,0.0,0.72407,0.0,4096.0,False,8832.8,18826.7,27836.9,665.9,1638.8,11532.6,24893.3
308.89,0,4,8,25,816,2.82601,16.8779,0.0009698463103929542,,,,,,4096.0,,22097.5,25740.7,47865.0,668.9,1635.9,12539.2,24893.3
343.45,0,5,9,26,920,2.08463,8.0416,0.0009330127018922195,0.97499,0.5226,0.0,0.8231,0.0,4096.0,False,8050.0,26315.5,34552.0,665.9,1641.5,11977.5,24893.3
377.28,0,5,10,27,1028,2.33137,10.292,0.0009330127018922195,,,,,,4096.0,,8137.2,25676.8,33825.7,668.9,1641.3,12031.3,24893.3
415.0,0,6,11,27,1136,2.54465,12.7387,0.000883022221559489,1.22767,0.6817,0.0,1.02101,0.0,4096.0,False,8956.1,28549.9,37707.5,665.9,1644.2,12142.9,24893.3
447.7,0,6,12,28,1248,2.0821,8.0213,0.000883022221559489,,,,,,4096.0,,9166.3,23520.3,32703.3,668.9,1643.9,11728.6,24893.3
485.6,0,7,13,30,1368,2.20992,9.115,0.0008213938048432696,0.69693,0.34958,0.0,0.60292,0.0,4096.0,False,12514.3,25181.3,37888.1,665.9,1652.2,11730.1,24893.3
518.51,0,7,14,31,1492,1.8745,6.5176,0.0008213938048432696,,,,,,4096.0,,9660.0,23236.7,32914.0,668.9,1651.9,11875.8,24893.3
557.88,0,8,15,33,1624,1.70166,5.483,0.00075,0.52516,0.27557,0.0,0.44706,0.0,4096.0,False,11789.4,27364.3,39360.1,665.9,1660.2,12651.4,24893.3
597.07,0,8,16,35,1764,1.55298,4.7255,0.00075,,,,,,4096.0,,9244.9,29919.2,39187.3,668.9,1662.6,12826.0,24893.3
636.16,0,9,17,37,1912,1.69791,5.4625,0.0006710100716628344,0.6548,0.27506,0.0,0.59422,0.0,4096.0,False,9903.2,28976.3,39081.7,665.9,1670.9,11665.5,24893.3
684.16,0,9,18,38,2064,2.13534,8.4599,0.0006710100716628344,,,,,,4096.0,,11908.9,36057.5,47992.7,668.9,1670.6,11663.4,24893.3
721.19,0,10,19,42,2232,1.4025,4.0653,0.0005868240888334653,0.41827,0.15922,0.0,0.38678,0.0,4096.0,False,10932.1,25891.2,37026.1,665.9,1684.2,11103.2,24893.3
760.89,0,10,20,45,2412,1.44405,4.2378,0.0005868240888334653,,,,,,4096.0,,14365.0,25305.6,39702.1,668.9,1689.3,11836.5,24893.3
806.56,0,11,21,51,2616,1.80902,6.1045,0.0005,0.4649,0.16588,0.0,0.4343,0.0,4096.0,False,12845.0,32612.4,45659.5,665.9,1708.2,11801.7,24893.3
847.96,0,11,22,56,2840,1.73257,5.6552,0.0005,,,,,,4096.0,,10625.5,30734.1,41391.1,668.9,1718.7,11706.7,24893.3
890.96,0,12,23,66,3104,2.026,7.5837,0.00041317591116653486,0.30192,0.11226,0.0,0.28028,0.0,4096.0,False,14006.9,28762.9,42992.8,665.9,1748.3,11582.5,24893.3
946.42,0,12,24,70,3384,1.54554,4.6905,0.00041317591116653486,,,,,,4096.0,,13907.1,41519.2,55459.8,668.9,1756.1,12042.0,24893.3
1003.13,0,13,25,72,3672,1.66196,5.2696,0.0003289899283371657,0.24244,0.07521,0.0,0.23048,0.0,4096.0,False,11412.4,45070.0,56705.8,665.9,1764.3,11279.3,24893.3
1084.17,0,13,26,82,4000,1.00335,2.7274,0.0003289899283371657,,,,,,4096.0,,40753.8,40232.8,81028.2,668.9,1788.1,11521.7,24893.3
1135.73,0,14,27,86,4344,1.3984,4.0487,0.0002500000000000001,0.18355,0.05221,0.0,0.17596,0.0,4096.0,False,19425.0,31893.6,51556.1,665.9,1801.7,11453.5,24893.3
1183.92,0,14,28,95,4724,1.0914,2.9784,0.0002500000000000001,,,,,,4096.0,,15395.7,32735.3,48182.0,668.9,1822.8,11113.3,24893.3
1255.49,0,15,29,103,5136,1.54713,4.698,0.0001786061951567303,0.15369,0.0433,0.0,0.14746,0.0,4096.0,False,19199.8,52125.6,71570.1,665.9,1847.1,11726.9,24893.3
1313.64,0,15,30,108,5568,1.50771,4.5164,0.0001786061951567303,,,,,,4096.0,,14800.1,43288.6,58139.3,668.9,1857.6,11630.6,24893.3
1381.37,0,16,31,113,6020,1.43074,4.1818,0.00011697777844051105,0.17757,0.05324,0.0,0.1694,0.0,4096.0,False,16082.5,51390.4,67722.2,665.9,1873.8,12330.1,24893.3
1444.96,0,16,32,126,6524,1.36369,3.9106,0.00011697777844051105,,,,,,4096.0,,12916.7,50600.5,63583.8,668.9,1905.6,11824.5,24893.3
1511.39,0,17,33,148,7116,1.61729,5.0394,6.698729810778065e-05,0.13114,0.05526,0.0,0.11893,0.0,4096.0,False,16701.8,49460.9,66431.1,665.9,1967.3,11186.5,24893.3
1591.62,0,17,34,165,7776,1.68159,5.3741,6.698729810778065e-05,,,,,,4096.0,,21359.8,58786.4,80222.7,668.9,2009.9,11371.1,24893.3
1703.3,0,18,35,227,8684,1.52032,4.5737,3.0153689607045842e-05,0.13245,0.03625,0.0,0.12739,0.0,4096.0,False,28364.2,83020.6,111676.8,665.9,2178.5,10842.5,24893.3
1796.2,0,18,36,242,9652,1.69663,5.4555,3.0153689607045842e-05,,,,,,4096.0,,25112.6,67670.8,92889.5,668.9,2215.8,11338.3,24893.3
1851.8,0,19,37,256,10164,1.15769,3.1826,7.59612349389599e-06,0.10259,0.03163,0.0,0.09759,0.0,4096.0,False,15073.6,40286.8,55592.2,665.9,1915.5,11180.5,24893.3
