wall_s,epoch,opt_step,batch_idx,seq_len,tokens_cum,loss,perplexity,lr,grad_total,grad_svmo,grad_nmf,grad_stb,scaler_scale,skipped,fwd_ms,bwd_ms,step_ms,vram_alloc_mb,vram_peak_mb,cpu_ram_mb,disk_read_mb
557.67,0,8,15,33,1624,1.71025,5.5303,0.00075,0.44314,0.0,0.44314,0.0,4096.0,False,8037.0,24819.0,32973.0,20.9,1011.2,12548.2,24893.3
602.84,0,8,16,35,1764,1.46311,4.3194,0.00075,,,,,4096.0,,11117.2,34029.2,45162.7,22.5,1016.0,12321.5,24893.3
734.3,0,9,17,37,1912,1.61173,5.0115,0.0006710100716628344,0.47796,0.0,0.47796,0.0,4096.0,False,9745.1,121542.5,131451.7,20.9,1023.7,11887.8,24893.3
780.81,0,9,18,38,2064,2.23409,9.338,0.0006710100716628344,,,,,4096.0,,13538.3,32941.4,46510.0,22.5,1025.3,12795.6,24893.3
822.52,0,10,19,42,2232,1.5124,4.5376,0.0005868240888334653,0.38898,0.0,0.38898,0.0,4096.0,False,9425.8,32121.3,41695.1,20.9,1039.3,12714.7,24893.3
857.68,0,10,20,45,2412,1.50401,4.4997,0.0005868240888334653,,,,,4096.0,,8493.9,26634.0,35161.1,22.5,1047.1,11609.4,24893.3
909.74,0,11,21,51,2616,1.82013,6.1727,0.0005,0.29599,0.0,0.29599,0.0,4096.0,False,19954.2,31955.6,52047.1,20.9,1067.3,13074.8,24893.3
951.58,0,11,22,56,2840,1.78688,5.9708,0.0005,,,,,4096.0,,9118.4,32672.4,41829.5,22.5,1081.4,12453.3,24893.3
1093.85,0,12,23,66,3104,2.10936,8.243,0.00041317591116653486,0.30506,0.0,0.30506,0.0,4096.0,False,105003.1,37126.5,142269.1,20.9,1114.1,12612.0,24893.3
1140.67,0,12,24,70,3384,1.59766,4.9415,0.00041317591116653486,,,,,4096.0,,13547.0,33224.8,46815.1,22.5,1125.0,12702.3,24893.3
1191.13,0,13,25,72,3672,1.73409,5.6638,0.0003289899283371657,0.27957,0.0,0.27957,0.0,4096.0,False,15087.7,35251.5,50451.8,20.9,1132.8,12790.8,24893.3
1239.31,0,13,26,82,4000,1.0817,2.9497,0.0003289899283371657,,,,,4096.0,,8883.6,39246.6,48171.6,22.5,1162.4,12438.1,24893.3
1279.29,0,14,27,86,4344,1.47016,4.3499,0.0002500000000000001,0.25318,0.0,0.25318,0.0,4096.0,False,9360.8,30502.6,39977.6,20.9,1176.4,12798.2,24893.3
1326.12,0,14,28,95,4724,1.18053,3.2561,0.0002500000000000001,,,,,4096.0,,9478.0,37284.3,46820.0,22.5,1203.0,12008.7,24893.3
1394.99,0,15,29,103,5136,1.62434,5.0751,0.0001786061951567303,0.20804,0.0,0.20804,0.0,4096.0,False,20496.5,48236.2,68861.1,20.9,1229.4,12627.5,24893.3
1446.85,0,15,30,108,5568,1.55849,4.7517,0.0001786061951567303,,,,,4096.0,,12906.1,38897.9,51859.9,22.5,1243.5,12233.6,24893.3
1513.11,0,16,31,113,6020,1.4793,4.3899,0.00011697777844051105,0.19145,0.0,0.19145,0.0,4096.0,False,14625.2,51496.9,66252.2,20.9,1260.6,12126.5,24893.3
1570.59,0,16,32,126,6524,1.42609,4.1624,0.00011697777844051105,,,,,4096.0,,13492.0,43919.2,57477.3,22.5,1299.6,11624.4,24893.3
1640.54,0,17,33,148,7116,1.6719,5.3222,6.698729810778065e-05,0.20336,0.0,0.20336,0.0,4096.0,False,16398.0,53383.7,69938.9,20.9,1369.7,11783.7,24893.3
1713.34,0,17,34,165,7776,1.69007,5.4199,6.698729810778065e-05,,,,,4096.0,,18769.2,53948.9,72797.7,22.5,1421.3,10473.1,24893.3
1810.62,0,18,35,227,8684,1.54207,4.6743,3.0153689607045842e-05,0.15965,0.0,0.15965,0.0,4096.0,False,30185.3,66841.7,97278.2,20.9,1616.2,11542.3,24893.3
1923.99,0,18,36,242,9652,1.70633,5.5087,3.0153689607045842e-05,,,,,4096.0,,25186.1,88087.2,113361.4,22.5,1661.6,11556.5,24893.3
1990.29,0,19,37,256,10164,1.18831,3.2815,7.59612349389599e-06,0.1362,0.0,0.1362,0.0,4096.0,False,16037.5,50098.4,66288.9,20.9,1309.2,12609.2,24893.3
