wall_s,epoch,opt_step,batch_idx,seq_len,tokens_cum,loss,perplexity,lr,grad_total,grad_svmo,grad_nmf,grad_stb,scaler_scale,skipped,fwd_ms,bwd_ms,step_ms,vram_alloc_mb,vram_peak_mb,cpu_ram_mb,disk_read_mb
37.82,0,0,0,19,76,3.15723,23.5053,0.001,,,,,4096.0,,19683.1,18079.8,37782.0,19.4,963.0,13247.6,24893.3
65.0,0,1,1,20,156,3.3653,28.9422,0.0,2.00843,0.0,2.00843,0.0,4096.0,False,6028.3,20607.2,27175.5,20.9,967.6,12878.4,24893.3
109.13,0,1,2,21,240,3.66064,38.8862,0.0,,,,,4096.0,,6492.3,37625.3,44127.0,22.5,972.4,11028.9,24893.3
139.57,0,2,3,22,328,2.84317,17.17,0.001,1.9315,0.0,1.9315,0.0,4096.0,False,11988.2,18346.5,30430.3,20.9,977.0,11254.0,24893.3
187.21,0,2,4,23,420,1.93172,6.9014,0.001,,,,,4096.0,,27073.3,20540.4,47634.2,22.5,978.6,13240.5,24893.3
223.91,0,3,5,24,516,3.54633,34.6857,0.000992403876506104,1.52774,0.0,1.52774,0.0,4096.0,False,6404.9,30200.8,36694.0,20.9,983.2,12508.5,24893.3
249.92,0,3,6,25,616,2.3336,10.315,0.000992403876506104,,,,,4096.0,,4200.2,21791.5,26004.9,22.5,984.8,13042.9,24893.3
284.45,0,4,7,25,716,1.91398,6.78,0.0009698463103929542,1.04527,0.0,1.04527,0.0,4096.0,False,5709.3,28729.0,34523.0,20.9,986.3,12774.0,24893.3
307.12,0,4,8,25,816,2.19483,8.9785,0.0009698463103929542,,,,,4096.0,,5662.7,16998.0,22667.7,22.5,984.8,13323.5,24893.3
350.18,0,5,9,26,920,1.90704,6.7331,0.0009330127018922195,0.92688,0.0,0.92688,0.0,4096.0,False,13212.1,29739.4,43060.6,20.9,989.4,13119.7,24893.3
380.8,0,5,10,27,1028,2.21262,9.1397,0.0009330127018922195,,,,,4096.0,,9634.6,20951.1,30612.5,22.5,991.0,13004.3,24893.3
417.88,0,6,11,27,1136,2.20945,9.1107,0.000883022221559489,0.6475,0.0,0.6475,0.0,4096.0,False,9359.0,27546.5,37070.0,20.9,992.5,13065.4,24893.3
451.35,0,6,12,28,1248,1.98852,7.3047,0.000883022221559489,,,,,4096.0,,4987.2,28413.0,33473.1,22.5,994.2,12561.9,24893.3
483.15,0,7,13,30,1368,2.04598,7.7367,0.0008213938048432696,0.56456,0.0,0.56456,0.0,4096.0,False,5002.3,26625.3,31790.5,20.9,1001.9,12300.0,24893.3
524.69,0,7,14,31,1492,1.90242,6.7021,0.0008213938048432696,,,,,4096.0,,11272.4,30194.6,41532.4,22.5,1003.5,13094.8,24893.3
