t_s,vram_alloc_mb,vram_reserved_mb,smi_used_mb,gpu_util_pct,gpu_temp_c,cpu_ram_mb
0.0,1.6,2.0,549,1,52,4057.2
0.118,10.5,24.0,601,2,52,4136.2
0.236,196.0,204.0,761,2,52,4259.5
0.355,325.5,344.0,900,12,53,4382.1
0.474,455.0,464.0,1020,12,53,4512.6
0.593,456.5,464.0,1042,12,53,4642.6
0.711,35.8,610.0,1166,8,54,4702.8
0.829,196.8,610.0,1166,56,53,4786.9
0.954,196.8,610.0,1176,13,53,4897.5
1.101,326.3,610.0,1176,13,53,5016.2
1.22,455.8,610.0,1180,13,53,5121.0
1.34,35.8,610.0,1180,26,56,5146.2
1.458,196.8,610.0,1180,52,54,5252.5
1.577,326.3,610.0,1180,52,54,5373.0
1.696,455.8,610.0,1181,12,54,5490.0
1.815,455.8,610.0,1181,14,54,5551.2
1.936,35.9,610.0,1181,14,57,5590.5
2.055,196.9,610.0,1181,51,55,5680.5
2.175,326.4,610.0,1181,15,55,5796.5
2.295,326.4,610.0,1181,9,55,5867.5
2.414,455.9,610.0,1179,9,55,5948.3
2.533,455.9,610.0,1179,7,55,6033.2
2.673,67.4,610.0,1179,56,56,6086.4
2.795,196.9,610.0,1182,12,55,6165.4
2.919,326.4,610.0,1182,12,55,6173.6
3.039,326.4,610.0,1182,9,55,6229.1
3.161,326.4,610.0,1182,6,55,6244.2
3.284,455.9,610.0,1182,6,55,6288.5
3.406,455.9,610.0,1180,6,55,6329.5
3.529,455.9,610.0,1180,4,56,6370.3
3.653,466.5,610.0,1180,3,56,6400.9
3.775,35.9,610.0,1180,3,57,6422.2
3.901,67.4,610.0,1180,48,56,6462.4
4.027,196.9,610.0,1180,4,56,6499.0
4.149,196.9,610.0,1180,4,56,6547.5
4.27,196.9,610.0,1180,4,56,6586.2
4.39,326.4,610.0,1178,5,56,6623.3
4.512,326.4,610.0,1178,9,56,6659.7
4.633,326.4,610.0,1178,6,56,6695.0
4.754,455.9,610.0,1178,6,56,6719.1
4.878,455.9,610.0,1178,5,56,6760.7
5.001,455.9,610.0,1178,5,56,6801.2
5.126,455.9,610.0,1178,3,56,6810.0
5.251,455.9,610.0,1178,3,57,6840.5
5.374,35.9,610.0,1177,22,58,6854.5
5.497,67.5,610.0,1177,30,57,6898.0
5.617,197.0,610.0,1177,30,57,6931.2
5.738,197.0,610.0,1177,3,57,6965.3
5.861,197.0,610.0,1177,5,57,7004.1
5.983,326.5,610.0,1177,4,57,7046.5
6.105,326.5,610.0,1177,4,57,7087.6
6.225,326.5,610.0,1176,3,57,7124.1
6.345,326.5,610.0,1176,4,57,7162.8
6.465,456.0,610.0,1176,4,57,7200.1
6.585,456.0,610.0,1176,4,57,7236.5
6.708,456.0,610.0,1176,3,57,7265.0
6.83,36.0,610.0,1176,22,60,7289.4
6.948,39.5,610.0,1176,22,58,7321.0
7.069,197.0,610.0,1176,29,58,7356.9
7.19,197.0,610.0,1176,3,58,7394.5
7.313,197.0,610.0,1176,5,58,7426.2
7.434,197.0,610.0,1176,5,58,7466.5
