timestamp,wall_time_s,step,epoch,batch_idx,micro_step,loss,vram_mb,vram_peak_mb,step_time_ms,tokens_per_sec,lr,nfr_steps,sbs_active_pct,gpu_util_pct,gpu_temp_c,gpu_power_w,gpu_clock_mhz,mem_clock_mhz,cpu_usage_pct,cpu_temp_c,cpu_power_w,ram_gb,layer_fwd_ms,layer_bwd_ms
2026-07-13T16:27:50.759138,7.7,0,0,0,0,nan,1699.8,1699.8,7725.89,3.5,1.00e-03,4,0.300,13.0,68,0.0,1354,3504,100.6,96.0,0.0,2.2,4635.53,3090.35
2026-07-13T16:27:57.622992,14.6,0,0,0,1,nan,1700.1,1700.1,6862.07,3.9,1.00e-03,4,0.300,11.0,68,0.0,1354,3504,100.7,88.0,0.0,2.2,4117.24,2744.83
2026-07-13T16:28:04.433414,21.4,0,0,0,2,nan,1700.4,1700.4,6809.70,4.0,1.00e-03,4,0.300,3.0,68,0.0,1354,3504,100.8,96.0,0.0,2.2,4085.82,2723.88
2026-07-13T16:28:11.389953,28.4,0,0,0,3,nan,1700.6,1700.6,6955.55,3.9,1.00e-03,4,0.300,16.0,68,0.0,1354,3504,100.7,94.0,0.0,2.2,4173.33,2782.22
2026-07-13T16:28:18.326892,35.3,0,0,0,4,nan,1700.7,1700.7,6936.05,3.9,1.00e-03,4,0.300,12.0,68,0.0,1354,3504,100.4,94.0,0.0,2.2,4161.63,2774.42
2026-07-13T16:28:25.406566,42.4,0,0,0,5,nan,1700.7,1700.7,7078.04,3.8,1.00e-03,4,0.300,15.0,68,0.0,1354,3504,100.7,94.0,0.0,2.2,4246.83,2831.22
2026-07-13T16:28:32.555150,49.5,0,0,0,6,nan,1700.7,1700.7,7147.81,3.8,1.00e-03,4,0.300,5.0,68,0.0,1354,3504,100.9,89.0,0.0,2.2,4288.68,2859.12
2026-07-13T16:28:39.794549,56.8,0,0,0,7,41984.000000,1700.7,1700.7,7238.65,3.7,1.00e-03,4,0.300,4.0,68,0.0,1354,3504,100.6,90.0,0.0,2.2,4343.19,2895.46
2026-07-13T16:28:47.042312,64.0,0,0,0,8,nan,1700.7,1700.7,7246.95,3.7,1.00e-03,4,0.300,5.0,69,0.0,1354,3504,99.8,95.0,0.0,2.2,4348.17,2898.78
2026-07-13T16:28:54.498140,71.5,0,0,0,9,41984.000000,1700.7,1700.7,7454.80,3.6,1.00e-03,4,0.300,4.0,69,0.0,1354,3504,100.6,97.0,0.0,2.2,4472.88,2981.92
2026-07-13T16:29:02.093684,79.1,0,0,0,10,nan,1700.8,1700.8,7594.39,3.6,1.00e-03,4,0.300,12.0,69,0.0,1354,3504,100.7,92.0,0.0,2.2,4556.63,3037.76
2026-07-13T16:29:09.840510,86.8,0,0,0,11,nan,1700.9,1700.9,7745.43,3.5,1.00e-03,4,0.300,4.0,69,0.0,1354,3504,100.1,96.0,0.0,2.2,4647.26,3098.17
2026-07-13T16:29:17.615781,94.6,0,0,0,12,nan,1700.9,1700.9,7771.53,3.5,1.00e-03,4,0.300,4.0,70,0.0,1354,3504,100.4,95.0,0.0,2.2,4662.92,3108.61
2026-07-13T16:29:25.376844,102.4,0,0,0,13,nan,1700.9,1700.9,7760.01,3.5,1.00e-03,4,0.300,14.0,70,0.0,1354,3504,100.2,96.0,0.0,2.2,4656.01,3104.01
2026-07-13T16:29:33.265804,110.2,0,0,0,14,nan,1700.9,1700.9,7888.26,3.4,1.00e-03,4,0.300,12.0,70,0.0,1354,3504,100.3,87.0,0.0,2.2,4732.95,3155.30
2026-07-13T16:29:41.453649,118.4,0,0,0,15,nan,1700.9,1700.9,8187.07,3.3,1.00e-03,4,0.300,12.0,70,0.0,1354,3504,100.4,91.0,0.0,2.2,4912.24,3274.83
2026-07-13T16:29:49.734452,126.7,0,0,0,16,nan,1700.9,1700.9,8279.70,3.3,1.00e-03,4,0.300,10.0,70,0.0,1354,3504,100.8,88.0,0.0,2.2,4967.82,3311.88
2026-07-13T16:29:58.045172,135.0,0,0,0,17,nan,1700.9,1700.9,8309.65,3.2,1.00e-03,4,0.300,4.0,70,0.0,1354,3504,100.6,92.0,0.0,2.2,4985.79,3323.86
2026-07-13T16:30:06.337568,143.3,0,0,0,18,nan,1700.9,1700.9,8291.44,3.3,1.00e-03,4,0.300,11.0,70,0.0,1354,3504,100.4,94.0,0.0,2.2,4974.87,3316.58
2026-07-13T16:30:14.650764,151.6,0,0,0,19,nan,1700.9,1700.9,8305.27,3.3,1.00e-03,4,0.300,5.0,70,0.0,1354,3504,99.5,99.0,0.0,2.2,4983.16,3322.11
2026-07-13T16:30:23.034338,160.0,0,0,0,20,nan,1700.9,1700.9,8382.39,3.2,1.00e-03,4,0.300,7.0,70,0.0,1354,3504,100.5,92.0,0.0,2.2,5029.43,3352.96
2026-07-13T16:30:31.436228,168.4,0,0,0,21,nan,1700.9,1700.9,8401.20,3.2,1.00e-03,4,0.300,5.0,70,0.0,1354,3504,100.1,89.0,0.0,2.2,5040.72,3360.48
2026-07-13T16:30:39.893444,176.9,0,0,0,22,nan,1700.9,1700.9,8456.00,3.2,1.00e-03,4,0.300,4.0,71,0.0,1354,3504,100.0,96.0,0.0,2.2,5073.60,3382.40
2026-07-13T16:30:48.185502,185.2,0,0,0,23,nan,1700.9,1700.9,8290.73,3.3,1.00e-03,4,0.300,5.0,71,0.0,1354,3504,100.7,94.0,0.0,2.2,4974.44,3316.29
2026-07-13T16:30:56.547989,193.5,0,0,0,24,nan,1700.9,1700.9,8361.28,3.2,1.00e-03,4,0.300,3.0,71,0.0,1354,3504,99.7,98.0,0.0,2.2,5016.77,3344.51
2026-07-13T16:31:04.927695,201.9,0,0,0,25,nan,1700.9,1700.9,8378.71,3.2,1.00e-03,4,0.300,3.0,71,0.0,1354,3504,99.9,94.0,0.0,2.2,5027.23,3351.49
2026-07-13T16:31:13.217331,210.2,1,0,1,0,41984.000000,1699.6,1700.9,8229.16,8.5,4.93e-09,4,0.300,8.0,71,0.0,1354,3504,99.9,93.0,0.0,2.2,4937.50,3291.66
2026-07-13T16:31:21.597444,218.6,1,0,1,1,41984.000000,1700.0,1700.9,8379.45,8.4,4.93e-09,4,0.300,6.0,71,0.0,1354,3504,100.6,97.0,0.0,2.2,5027.67,3351.78
2026-07-13T16:31:30.012098,227.0,1,0,1,2,nan,1700.3,1700.9,8413.83,8.3,4.93e-09,4,0.300,2.0,71,0.0,1354,3504,100.6,93.0,0.0,2.2,5048.30,3365.53
