timestamp,wall_time_s,step,epoch,batch_idx,micro_step,loss,vram_mb,vram_peak_mb,step_time_ms,tokens_per_sec,lr,nfr_steps,sbs_active_pct,gpu_util_pct,gpu_temp_c,gpu_power_w,gpu_clock_mhz,mem_clock_mhz,cpu_usage_pct,cpu_temp_c,cpu_power_w,ram_gb,layer_fwd_ms,layer_bwd_ms
2026-07-13T17:23:02.368679,8.2,0,0,0,0,nan,2144.7,2144.7,8156.18,3.3,1.00e-03,4,0.300,5.0,72,0.0,1354,3504,101.1,97.0,0.0,3.1,4893.71,3262.47
2026-07-13T17:23:10.116176,15.9,0,0,0,1,nan,2145.0,2145.0,7746.32,3.5,1.00e-03,4,0.300,7.0,72,0.0,1354,3504,100.6,96.0,0.0,3.1,4647.79,3098.53
2026-07-13T17:23:18.043588,23.8,0,0,0,2,nan,2145.3,2145.3,7925.28,3.4,1.00e-03,4,0.300,16.0,72,0.0,1354,3504,100.6,97.0,0.0,3.1,4755.17,3170.11
2026-07-13T17:23:26.150652,32.0,0,0,0,3,nan,2145.5,2145.5,8105.89,3.3,1.00e-03,4,0.300,3.0,72,0.0,1354,3504,100.8,92.0,0.0,3.1,4863.54,3242.36
2026-07-13T17:23:34.383122,40.2,0,0,0,4,nan,2145.6,2145.6,8231.62,3.3,1.00e-03,4,0.300,5.0,72,0.0,1354,3504,100.6,98.0,0.0,3.1,4938.97,3292.65
2026-07-13T17:23:42.750491,48.6,0,0,0,5,nan,2145.6,2145.6,8366.63,3.2,1.00e-03,4,0.300,6.0,72,0.0,1354,3504,100.1,94.0,0.0,3.1,5019.98,3346.65
2026-07-13T17:23:51.173434,57.0,0,0,0,6,nan,2145.6,2145.6,8422.23,3.2,1.00e-03,4,0.300,5.0,73,0.0,1354,3504,100.4,96.0,0.0,3.1,5053.34,3368.89
2026-07-13T17:23:59.566826,65.4,0,0,0,7,nan,2145.6,2145.6,8392.54,3.2,1.00e-03,4,0.300,10.0,73,0.0,1354,3504,100.2,98.0,0.0,3.1,5035.52,3357.02
2026-07-13T17:24:08.273471,74.1,0,0,0,8,nan,2145.6,2145.6,8705.55,3.1,1.00e-03,4,0.300,11.0,73,0.0,1354,3504,100.3,95.0,0.0,3.1,5223.33,3482.22
2026-07-13T17:24:16.963240,82.8,0,0,0,9,nan,2145.6,2145.6,8689.20,3.1,1.00e-03,4,0.300,4.0,73,0.0,1354,3504,100.2,94.0,0.0,3.1,5213.52,3475.68
