t_s,vram_alloc_mb,vram_reserved_mb,smi_used_mb,gpu_util_pct,gpu_temp_c,cpu_ram_mb
0.002,1274.6,1306.0,1708,4,71,3345.3
0.126,662.3,1306.0,1708,4,71,3382.5
0.248,819.8,1306.0,1708,3,71,3440.3
0.37,819.8,1306.0,1708,5,71,3506.3
0.492,949.3,1306.0,1708,6,71,3558.6
0.615,949.3,1306.0,1708,6,71,3592.1
0.741,1078.8,1426.0,1828,4,71,3641.2
0.864,1078.8,1426.0,1828,4,71,3684.6
0.987,1078.8,1426.0,1968,5,71,3732.2
1.108,659.5,1566.0,1968,5,72,3760.2
1.229,820.5,1566.0,1968,49,72,3822.6
1.354,820.5,1566.0,1968,5,72,3878.8
1.476,950.0,1566.0,1968,7,72,3949.4
1.598,950.0,1566.0,1968,7,72,4002.3
1.721,1079.5,1566.0,1968,5,72,4051.0
1.845,1079.5,1566.0,1968,5,72,4103.7
1.964,659.5,1566.0,1968,5,76,4123.0
2.087,691.0,1566.0,1968,41,73,4170.3
2.21,820.5,1566.0,1968,5,72,4231.7
2.332,820.5,1566.0,1968,5,72,4278.5
2.456,950.0,1566.0,1968,5,72,4335.6
2.579,950.0,1566.0,1968,5,72,4389.9
2.705,1079.5,1566.0,1968,5,72,4445.2
2.827,659.6,1566.0,1968,29,75,4501.4
2.945,691.1,1566.0,1968,29,73,4548.2
3.07,820.6,1566.0,1968,19,72,4600.9
3.194,820.6,1566.0,1968,5,72,4654.3
3.318,950.1,1566.0,1968,5,72,4694.8
3.441,950.1,1566.0,1968,5,72,4752.1
3.566,1079.6,1566.0,1968,5,72,4820.2
3.689,1079.6,1566.0,1968,7,72,4888.3
3.81,691.1,1566.0,1968,7,73,4950.4
3.931,820.6,1566.0,1968,43,73,5020.3
4.054,950.1,1566.0,1968,6,72,5094.8
4.175,950.1,1566.0,1968,7,72,5174.9
4.298,1079.6,1566.0,1968,7,72,5245.4
4.421,659.6,1566.0,1968,6,74,5288.4
