wall_s,epoch,opt_step,batch_idx,seq_len,tokens_cum,loss,perplexity,lr,grad_total,grad_svmo,grad_nmf,grad_stb,grad_lora,scaler_scale,skipped,fwd_ms,bwd_ms,step_ms,vram_alloc_mb,vram_peak_mb,cpu_ram_mb,disk_read_mb
38.35,0,0,0,19,76,3.15663,23.4913,0.001,,,,,,4096.0,,19096.4,19213.2,38320.7,687.5,1636.6,12822.0,24893.3
68.7,0,1,1,20,156,3.36443,28.917,0.0,6.12622,0.72361,6.06253,0.50265,0.0,4096.0,False,9384.4,20593.9,30333.5,702.8,1654.5,12788.9,24893.3
105.7,0,1,2,21,240,2.64364,14.0644,0.0,,,,,,4096.0,,11045.6,25947.0,37000.7,718.0,1673.5,12589.9,24893.3
133.63,0,2,3,22,328,2.33187,10.2972,0.001,2.11103,0.16295,1.87505,0.95606,0.0,4096.0,False,7658.5,20089.2,27926.1,702.8,1691.5,12430.8,24893.3
168.06,0,2,4,23,420,1.56718,4.7931,0.001,,,,,,4096.0,,8097.1,26302.5,34422.8,718.0,1680.0,12836.2,24893.3
197.94,0,3,5,24,516,2.91461,18.4416,0.000992403876506104,1.94325,0.21477,1.74155,0.83492,0.0,4096.0,False,5036.5,24623.3,29873.3,702.8,1697.9,12728.6,24893.3
223.91,0,3,6,25,616,1.66306,5.2754,0.000992403876506104,,,,,,4096.0,,4840.5,21124.2,25971.1,718.0,1686.4,12502.8,24893.3
255.44,0,4,7,25,716,1.53526,4.6425,0.0009698463103929542,1.31607,0.25184,1.1799,0.52579,0.0,4096.0,False,7587.4,23731.4,31520.0,702.8,1701.1,12906.9,24893.3
280.64,0,4,8,25,816,1.57533,4.8323,0.0009698463103929542,,,,,,4096.0,,4456.7,20740.5,25203.9,718.0,1686.4,12993.3,24893.3
304.59,0,5,9,26,920,1.34507,3.8385,0.0009330127018922195,1.1615,0.51438,0.78332,0.68622,0.0,4096.0,False,4765.7,18989.8,23940.1,702.8,1704.3,12731.1,24893.3
333.55,0,5,10,27,1028,1.59681,4.9373,0.0009330127018922195,,,,,,4096.0,,7456.3,21487.0,28954.9,718.0,1692.8,12562.2,24893.3
364.52,0,6,11,27,1136,1.59561,4.9313,0.000883022221559489,1.15152,0.34551,1.02604,0.39227,0.0,4096.0,False,9103.9,21154.5,30961.8,702.8,1707.5,12306.9,24893.3
400.78,0,6,12,28,1248,1.45994,4.3057,0.000883022221559489,,,,,,4096.0,,14948.6,21288.2,36250.5,718.0,1696.0,12786.8,24893.3
434.08,0,7,13,30,1368,1.5208,4.5759,0.0008213938048432696,0.70855,0.05584,0.69801,0.10818,0.0,4096.0,False,7716.2,25380.0,33303.2,702.8,1717.1,12852.4,24893.3
464.88,0,7,14,31,1492,1.50028,4.483,0.0008213938048432696,,,,,,4096.0,,4805.5,25958.0,30790.5,718.0,1705.6,12868.4,24893.3
489.6,0,8,15,33,1624,1.32305,3.7549,0.00075,0.7361,0.0571,0.72443,0.11741,0.0,4096.0,False,4889.2,19651.6,24714.8,702.8,1726.8,13016.7,24893.3
517.35,0,8,16,35,1764,0.89395,2.4448,0.00075,,,,,,4096.0,,6417.6,21305.2,27746.6,718.0,1718.5,13051.5,24893.3
548.92,0,9,17,37,1912,1.17056,3.2238,0.0006710100716628344,0.49481,0.05549,0.48399,0.08665,0.0,4096.0,False,10406.0,20980.3,31569.1,702.8,1739.6,12505.7,24893.3
576.78,0,9,18,38,2064,1.81561,6.1448,0.0006710100716628344,,,,,,4096.0,,10089.1,17736.6,27851.8,718.0,1728.1,12616.9,24893.3
610.48,0,10,19,42,2232,1.12743,3.0877,0.0005868240888334653,0.65162,0.0811,0.63131,0.13956,0.0,4096.0,False,11256.0,22270.4,33702.4,702.8,1755.7,13000.5,24893.3
