wall_s,epoch,opt_step,batch_idx,seq_len,tokens_cum,loss,perplexity,lr,grad_total,grad_svmo,grad_nmf,grad_stb,grad_lora,scaler_scale,skipped,fwd_ms,bwd_ms,step_ms,vram_alloc_mb,vram_peak_mb,cpu_ram_mb,disk_read_mb
33.89,0,0,0,19,76,3.15607,23.4781,0.001,,,,,,4096.0,,17740.5,16118.0,33872.3,634.9,1584.3,13023.6,24893.3
62.56,0,1,1,20,156,3.36498,28.9329,0.0,0.72433,0.72433,0.0,0.0,0.0,4096.0,False,6096.0,22370.3,28658.0,636.2,1588.1,12623.1,24893.3
87.49,0,1,2,21,240,3.96169,52.5463,0.0,,,,,,4096.0,,6603.9,18310.2,24924.2,637.4,1591.9,12866.2,24893.3
118.0,0,2,3,22,328,3.08017,21.7621,0.001,0.58074,0.58074,0.0,0.0,0.0,4096.0,False,12684.0,17667.9,30509.4,636.2,1595.7,13066.4,24893.3
147.61,0,2,4,23,420,2.13147,8.4273,0.001,,,,,,4096.0,,8918.4,20677.7,29605.6,637.4,1597.1,12704.6,24893.3
172.24,0,3,5,24,516,3.77867,43.7579,0.000992403876506104,0.61274,0.61274,0.0,0.0,0.0,4096.0,False,6772.9,17684.3,24624.6,636.2,1600.9,13266.7,24893.3
197.72,0,3,6,25,616,2.98048,19.6972,0.000992403876506104,,,,,,4096.0,,5018.4,20443.6,25472.4,637.4,1602.3,11606.6,24893.3
228.46,0,4,7,25,716,2.48463,11.9967,0.0009698463103929542,0.61101,0.61101,0.0,0.0,0.0,4096.0,False,11277.7,19295.5,30737.6,636.2,1603.5,12534.9,24893.3
256.85,0,4,8,25,816,3.20885,24.7507,0.0009698463103929542,,,,,,4096.0,,7915.2,20460.2,28386.3,637.4,1602.3,12132.0,24893.3
284.5,0,5,9,26,920,2.42837,11.3403,0.0009330127018922195,0.50381,0.50381,0.0,0.0,0.0,4096.0,False,9178.5,18294.2,27642.1,636.2,1606.1,13122.8,24893.3
308.15,0,5,10,27,1028,2.81825,16.7476,0.0009330127018922195,,,,,,4096.0,,4480.1,19148.8,23645.0,637.4,1607.4,13092.4,24893.3
331.6,0,6,11,27,1136,3.09024,21.9823,0.000883022221559489,0.45917,0.45917,0.0,0.0,0.0,4096.0,False,5071.7,18174.6,23445.1,636.2,1608.6,12859.0,24893.3
358.08,0,6,12,28,1248,2.80196,16.4769,0.000883022221559489,,,,,,4096.0,,7064.9,19390.3,26477.7,637.4,1610.0,13050.7,24893.3
381.65,0,7,13,30,1368,2.85246,17.3303,0.0008213938048432696,0.51937,0.51937,0.0,0.0,0.0,4096.0,False,4431.7,18949.2,23561.7,636.2,1616.4,11867.9,24893.3
411.39,0,7,14,31,1492,2.57157,13.0864,0.0008213938048432696,,,,,,4096.0,,11120.1,18604.6,29738.1,637.4,1617.8,13096.6,24893.3
441.66,0,8,15,33,1624,2.28313,9.8074,0.00075,0.38233,0.38233,0.0,0.0,0.0,4096.0,False,5358.3,24712.7,30261.7,636.2,1624.1,12682.9,24893.3
470.72,0,8,16,35,1764,2.47567,11.8897,0.00075,,,,,,4096.0,,7726.5,21315.9,29056.9,637.4,1628.1,12464.9,24893.3
505.81,0,9,17,37,1912,2.40686,11.099,0.0006710100716628344,0.4715,0.4715,0.0,0.0,0.0,4096.0,False,9068.1,25833.2,35081.7,636.2,1634.5,12909.1,24893.3
537.57,0,9,18,38,2064,2.82086,16.7914,0.0006710100716628344,,,,,,4096.0,,6179.2,25552.4,31757.1,637.4,1635.9,12934.4,24893.3
565.23,0,10,19,42,2232,1.94878,7.0201,0.0005868240888334653,0.30419,0.30419,0.0,0.0,0.0,4096.0,False,5356.8,22105.2,27650.3,636.2,1647.4,12898.7,24893.3
600.23,0,10,20,45,2412,2.21816,9.1904,0.0005868240888334653,,,,,,4096.0,,9926.0,25047.6,35002.3,637.4,1654.0,12919.5,24893.3
630.0,0,11,21,51,2616,2.5628,12.9722,0.0005,0.38975,0.38975,0.0,0.0,0.0,4096.0,False,6637.1,22950.5,29763.7,636.2,1670.7,12853.5,24893.3
664.42,0,11,22,56,2840,2.33307,10.3096,0.0005,,,,,,4096.0,,6489.2,27893.0,34416.1,637.4,1682.4,11891.5,24893.3
711.3,0,12,23,66,3104,2.52112,12.4425,0.00041317591116653486,0.27774,0.27774,0.0,0.0,0.0,4096.0,False,12773.2,33904.8,46869.6,636.2,1709.4,12692.9,24893.3
749.39,0,12,24,70,3384,2.04858,7.7569,0.00041317591116653486,,,,,,4096.0,,9370.8,28686.5,38087.6,637.4,1718.6,12127.8,24893.3
790.19,0,13,25,72,3672,2.1267,8.3871,0.0003289899283371657,0.21945,0.21945,0.0,0.0,0.0,4096.0,False,14932.7,25663.1,40795.7,636.2,1724.9,12419.8,24893.3
837.82,0,13,26,82,4000,1.43077,4.1819,0.0003289899283371657,,,,,,4096.0,,11816.8,35767.6,47621.6,637.4,1749.6,12000.9,24893.3
886.11,0,14,27,86,4344,1.75024,5.756,0.0002500000000000001,0.17708,0.17708,0.0,0.0,0.0,4096.0,False,13754.1,34324.2,48283.3,636.2,1761.1,12638.7,24893.3
934.07,0,14,28,95,4724,1.37832,3.9682,0.0002500000000000001,,,,,,4096.0,,11159.4,36758.7,47961.5,637.4,1783.2,12586.5,24893.3
997.13,0,15,29,103,5136,1.83526,6.2667,0.0001786061951567303,0.15156,0.15156,0.0,0.0,0.0,4096.0,False,14190.9,48633.1,63047.7,636.2,1805.1,12276.8,24893.3
1056.23,0,15,30,108,5568,1.92254,6.8383,0.0001786061951567303,,,,,,4096.0,,10832.6,48219.1,59102.8,637.4,1816.8,12123.8,24893.3
1121.64,0,16,31,113,6020,1.67991,5.3651,0.00011697777844051105,0.16813,0.16813,0.0,0.0,0.0,4096.0,False,13939.6,51233.8,65401.1,636.2,1831.0,12188.9,24893.3
1187.2,0,16,32,126,6524,1.623,5.0682,0.00011697777844051105,,,,,,4096.0,,12305.6,53213.5,65559.2,637.4,1863.4,12410.5,24893.3
1261.92,0,17,33,148,7116,1.8529,6.3783,6.698729810778065e-05,0.12601,0.12601,0.0,0.0,0.0,4096.0,False,17724.0,56744.9,74706.3,636.2,1921.5,11854.7,24893.3
1332.8,0,17,34,165,7776,1.91798,6.8072,6.698729810778065e-05,,,,,,4096.0,,18916.5,51901.6,70882.2,637.4,1964.3,11615.5,24893.3
1437.89,0,18,35,227,8684,1.75852,5.8038,3.0153689607045842e-05,0.13772,0.13772,0.0,0.0,0.0,4096.0,False,26967.3,77832.8,105077.2,636.2,2126.0,11625.0,24893.3
1544.22,0,18,36,242,9652,1.89199,6.6325,3.0153689607045842e-05,,,,,,4096.0,,24655.1,81566.0,106327.7,637.4,2163.7,10486.1,24893.3
1605.19,0,19,37,256,10164,1.34244,3.8284,7.59612349389599e-06,0.12404,0.12404,0.0,0.0,0.0,4096.0,False,19957.7,40776.3,60964.0,636.2,1871.4,12550.1,24893.3
