wall_s,epoch,opt_step,batch_idx,seq_len,tokens_cum,loss,perplexity,lr,grad_total,grad_svmo,grad_nmf,grad_stb,scaler_scale,skipped,fwd_ms,bwd_ms,step_ms,vram_alloc_mb,vram_peak_mb,cpu_ram_mb,disk_read_mb
1455.83,0,18,35,82,5308,1.03609,2.8182,0.0002500000000000001,0.14772,0.04137,0.0,0.14181,4096.0,False,8361.0,32398.8,40981.6,665.9,1793.6,12229.8,24893.3
1512.0,0,18,36,84,5644,1.40577,4.0787,0.0002500000000000001,,,,,4096.0,,11522.0,44616.3,56168.0,668.9,1796.2,11680.3,24893.3
1579.6,0,19,37,90,6004,1.45859,4.2999,0.00019561928549563967,0.14246,0.04378,0.0,0.13556,4096.0,False,18170.0,49170.3,67591.9,665.9,1815.3,12097.8,24893.3
1632.07,0,19,38,95,6384,1.1487,3.1541,0.00019561928549563967,,,,,4096.0,,12919.2,39493.4,52468.9,668.9,1825.9,12446.2,24893.3
1694.95,0,20,39,100,6784,1.63031,5.1055,0.00014644660940672628,0.13053,0.04171,0.0,0.12369,4096.0,False,14210.0,48428.1,62862.5,665.9,1842.3,12271.2,24893.3
1758.88,0,20,40,103,7196,1.45855,4.2997,0.00014644660940672628,,,,,4096.0,,13043.6,50840.0,63929.8,668.9,1847.5,12226.4,24893.3
1827.31,0,21,41,108,7628,1.43292,4.1909,0.00010332332985438247,0.14726,0.03628,0.0,0.14273,4096.0,False,12484.2,55727.4,68413.2,665.9,1863.9,12347.9,24893.3
1891.52,0,21,42,110,8068,1.5228,4.585,0.00010332332985438247,,,,,4096.0,,12574.2,51598.2,64210.2,668.9,1866.5,12345.7,24893.3
1947.19,0,22,43,116,8532,1.27684,3.5853,6.698729810778065e-05,0.1374,0.04649,0.0,0.12929,4096.0,False,13310.6,42103.5,55667.2,665.9,1885.6,12315.9,24893.3
2000.64,0,22,44,127,9040,1.56261,4.7713,6.698729810778065e-05,,,,,4096.0,,10732.3,42648.5,53441.5,668.9,1912.4,12229.3,24893.3
2074.19,0,23,45,142,9608,1.70401,5.4959,3.806023374435663e-05,0.12561,0.05356,0.0,0.11363,4096.0,False,16337.0,56967.1,73547.1,665.9,1955.9,11794.0,24893.3
2140.55,0,23,46,164,10264,1.70121,5.4806,3.806023374435663e-05,,,,,4096.0,,16636.1,49633.6,66347.8,668.9,2012.6,11534.7,24893.3
2238.27,0,24,47,204,11080,1.38586,3.9983,1.70370868554659e-05,0.12428,0.03037,0.0,0.12051,4096.0,False,24566.9,72923.7,97717.3,665.9,2123.7,10257.9,24893.3
2368.96,0,24,48,236,12024,1.69341,5.438,1.70370868554659e-05,,,,,4096.0,,39612.1,90985.9,130681.5,668.9,2207.5,11707.1,24893.3
2486.43,0,25,49,256,13048,1.32148,3.749,4.277569313094809e-06,0.08467,0.02588,0.0,0.08062,4096.0,False,23517.0,93674.0,117457.5,665.9,2264.5,10015.2,24893.3
